Issue,Entity,Field,Source File,Why It Matters,Suggested Resolution,Priority,Approval Status
Field appears across multiple source statuses,Unclassified,sep 13,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,sep 20,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,sep 27,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,sep 6,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,so,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,sr,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,value,harness/run.js; harness/runs/seed_1/anomalies.json; harness/runs/seed_10/anomalies.json; harness/runs/seed_100/anomalies.json; harness/runs/seed_101/anomalies.json; harness/runs/seed_102/anomalies.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,wr,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
missing-but-needed field,Player,last name,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player,year/class,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,Player,NIL status,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
inferred field,Player,captain status,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
inferred field,Player,playing time expectation,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,Player Rating,ballCarrying,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,catching,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,routeRunning,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,firstTouch,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,passBlocking,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,runBlocking,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,passRush,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,determination,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,injuryProneness,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,importantGames,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,sportsmanship,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,top speed,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,red zone feel,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,long snapping,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,return vision,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Rating,return ball security,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Development,learning speed,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Development,training load,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Development,injuryProneness,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Development,importantGames,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Player Development,determination,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Recruit,offer amount,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,Recruit,scouting grade,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,Coach,offensive philosophy,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Coach,defensive philosophy,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Coach,recruiting ability,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Coach,previous schools,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Staff,NIL director,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Team,school id,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Team,offense rating,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Team,defense rating,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Team,special teams rating,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,Team,facilities grade,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
inferred field,Team,academic grade,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
inferred field,Team,NIL collective grade,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,Team,scholarships available,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,headCoachProfileId,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,schoolProfileId,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,stadiumProfileId,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,basePrestige,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,baseFanConfidence,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,baseDonorConfidence,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,baseAcademicStability,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,booster support,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,Program,athletic budget,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,Program,facilities level,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,stadium level,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,academic reputation,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,pipeline states,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,historical wins,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Program,bowl history,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,Program,playoff expectations,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,Program,historicalRecords,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,accentColor,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,darkNeutral,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,lightNeutral,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,headerStart,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,headerEnd,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,buttonStart,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,buttonEnd,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,mascot type,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,primary logo,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,alternate logo,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,helmet decal,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,field logo,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,jersey wordmark,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,scoreboard logo,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,School Brand,stripe pattern,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,last renovation,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,surface quality,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,home field advantage,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,noise rating,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,seating tiers,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,club seats,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,scoreboard type,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,atmosphere rating,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Stadium,expansion options,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,Stadium,upgrade completion date,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,Uniform,uniform set name,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,helmet model,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,helmet shell color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,facemask color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,jersey base color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,jersey number color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,sleeve stripe,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,pants color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,pants stripe,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,socks color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,gloves color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,cleats color,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Uniform,home/away/alternate/rivalry designation,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,NIL,NIL budget total,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,NIL,collective name,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,NIL,recruit NIL demand,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,NIL,offer amount,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,NIL,social following,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Game,home team,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Game,kickoff time,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Game,bowl/playoff flag,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Game,ourScore,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Game,oppScore,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Schedule,schedule id,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Schedule,ranked opponent,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Schedule,dateLabel,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Schedule,weekLabel,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Schedule,nextEvent,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Schedule,linkedRoute,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
inferred field,Ranking,teamGrade,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Low,pending-review
missing-but-needed field,Ranking,strengthOfSchedule,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,play id,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,read defender,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,primary conflict,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,turnover probability,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,penalty probability,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,responsible players,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,explanation note,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,driveIndex,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,gameIndex,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,homeTendencies,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,homeGamePlan,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,tacticalProfile,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Simulation,injuryCadencePercent,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,personnel grouping,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,play tag,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,run/pass/RPO/play-action/screen,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,required skills,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,stressed defenders,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,situation preferences,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,red zone suitability,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,short-yardage suitability,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,explosive potential,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
missing-but-needed field,Playbook / Scheme,risk level,,Needed for concept review but not confirmed as a current game field.,Approve/reject/rename during data model review.,Medium,pending-review
