uniformId,schoolId,setName,helmetModel,helmetShellColor,facemaskColor,stripeStyle,stripeColor,jerseyBaseColor,numberColor,wordmark,sleeveStripe,pantsColor,pantsStripe,socksColor,glovesColor,cleatsColor
uniform_akron_alternate_2,school_akron,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,AKR,none,white,team.accent,team.primary,team.secondary,black
uniform_akron_rivalry,school_akron,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,AKR,single,black,team.accent,team.primary,team.secondary,black
uniform_ball_state_home,school_ball_state,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,BALL,single,white,team.accent,team.primary,team.secondary,black
uniform_ball_state_away,school_ball_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,BALL,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_ball_state_alternate_1,school_ball_state,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,BALL,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ball_state_alternate_2,school_ball_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,BALL,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ball_state_rivalry,school_ball_state,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,BALL,single,white,team.accent,team.primary,team.secondary,black
uniform_bowling_green_home,school_bowling_green,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,BGSU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_bowling_green_away,school_bowling_green,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,BGSU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_bowling_green_alternate_1,school_bowling_green,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,BGSU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_bowling_green_alternate_2,school_bowling_green,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,BGSU,single,black,team.accent,team.primary,team.secondary,black
uniform_bowling_green_rivalry,school_bowling_green,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,BGSU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_buffalo_home,school_buffalo,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,BUFF,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_buffalo_away,school_buffalo,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,BUFF,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_buffalo_alternate_1,school_buffalo,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,BUFF,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_buffalo_alternate_2,school_buffalo,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,BUFF,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_buffalo_rivalry,school_buffalo,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,BUFF,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_central_michigan_home,school_central_michigan,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,CMU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_central_michigan_away,school_central_michigan,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,CMU,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_central_michigan_alternate_1,school_central_michigan,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,CMU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_central_michigan_alternate_2,school_central_michigan,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,CMU,none,white,team.accent,team.primary,team.secondary,black
uniform_central_michigan_rivalry,school_central_michigan,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,CMU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_eastern_michigan_home,school_eastern_michigan,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,EMU,triple,black,team.accent,team.primary,team.secondary,black
uniform_eastern_michigan_away,school_eastern_michigan,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,EMU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_eastern_michigan_alternate_1,school_eastern_michigan,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,EMU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_eastern_michigan_alternate_2,school_eastern_michigan,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,EMU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_eastern_michigan_rivalry,school_eastern_michigan,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,EMU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_kent_state_home,school_kent_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,KENT,triple,white,team.accent,team.primary,team.secondary,black
uniform_kent_state_away,school_kent_state,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,KENT,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kent_state_alternate_1,school_kent_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,KENT,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_kent_state_alternate_2,school_kent_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,KENT,single,black,team.accent,team.primary,team.secondary,black
uniform_kent_state_rivalry,school_kent_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,KENT,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_miami_oh_home,school_miami_oh,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,M-OH,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_miami_oh_away,school_miami_oh,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,M-OH,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_miami_oh_alternate_1,school_miami_oh,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,M-OH,none,black,team.accent,team.primary,team.secondary,black
uniform_miami_oh_alternate_2,school_miami_oh,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,M-OH,none,black,team.accent,team.primary,team.secondary,black
uniform_miami_oh_rivalry,school_miami_oh,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,M-OH,triple,black,team.accent,team.primary,team.secondary,black
uniform_ohio_home,school_ohio,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,OHIO,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ohio_away,school_ohio,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,OHIO,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ohio_alternate_1,school_ohio,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,OHIO,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ohio_alternate_2,school_ohio,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,OHIO,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_ohio_rivalry,school_ohio,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,OHIO,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_toledo_home,school_toledo,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,TOL,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_toledo_away,school_toledo,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,TOL,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_toledo_alternate_1,school_toledo,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TOL,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_toledo_alternate_2,school_toledo,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TOL,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_toledo_rivalry,school_toledo,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TOL,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_umass_home,school_umass,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,UMASS,triple,white,team.accent,team.primary,team.secondary,black
uniform_umass_away,school_umass,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,UMASS,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_umass_alternate_1,school_umass,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UMASS,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_umass_alternate_2,school_umass,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,UMASS,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_umass_rivalry,school_umass,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UMASS,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_western_michigan_home,school_western_michigan,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,WMU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_western_michigan_away,school_western_michigan,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,WMU,single,black,team.accent,team.primary,team.secondary,black
uniform_western_michigan_alternate_1,school_western_michigan,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,WMU,none,black,team.accent,team.primary,team.secondary,black
uniform_western_michigan_alternate_2,school_western_michigan,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,WMU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_western_michigan_rivalry,school_western_michigan,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,WMU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_sacramento_state_home,school_sacramento_state,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,SAC,none,black,team.accent,team.primary,team.secondary,black
uniform_sacramento_state_away,school_sacramento_state,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,SAC,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_sacramento_state_alternate_1,school_sacramento_state,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,SAC,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_sacramento_state_alternate_2,school_sacramento_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,SAC,single,white,team.accent,team.primary,team.secondary,black
uniform_sacramento_state_rivalry,school_sacramento_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,SAC,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_air_force_home,school_air_force,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,AFA,triple,black,team.accent,team.primary,team.secondary,black
uniform_air_force_away,school_air_force,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,AFA,single,black,team.accent,team.primary,team.secondary,black
uniform_air_force_alternate_1,school_air_force,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,AFA,single,black,team.accent,team.primary,team.secondary,black
uniform_air_force_alternate_2,school_air_force,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,AFA,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_air_force_rivalry,school_air_force,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,AFA,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_hawaii_home,school_hawaii,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,HAW,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_hawaii_away,school_hawaii,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,HAW,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_hawaii_alternate_1,school_hawaii,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,HAW,single,white,team.accent,team.primary,team.secondary,black
uniform_hawaii_alternate_2,school_hawaii,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,HAW,none,black,team.accent,team.primary,team.secondary,black
uniform_hawaii_rivalry,school_hawaii,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,HAW,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_nevada_home,school_nevada,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,NEV,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_nevada_away,school_nevada,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,NEV,none,black,team.accent,team.primary,team.secondary,black
uniform_nevada_alternate_1,school_nevada,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,NEV,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_nevada_alternate_2,school_nevada,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,NEV,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_nevada_rivalry,school_nevada,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,NEV,none,black,team.accent,team.primary,team.secondary,black
uniform_new_mexico_home,school_new_mexico,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,UNM,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_new_mexico_away,school_new_mexico,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UNM,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_new_mexico_alternate_1,school_new_mexico,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UNM,triple,white,team.accent,team.primary,team.secondary,black
uniform_new_mexico_alternate_2,school_new_mexico,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UNM,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_new_mexico_rivalry,school_new_mexico,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UNM,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_san_jose_state_home,school_san_jose_state,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,SJSU,none,black,team.accent,team.primary,team.secondary,black
uniform_san_jose_state_away,school_san_jose_state,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,SJSU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_san_jose_state_alternate_1,school_san_jose_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,SJSU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_san_jose_state_alternate_2,school_san_jose_state,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,SJSU,single,black,team.accent,team.primary,team.secondary,black
uniform_san_jose_state_rivalry,school_san_jose_state,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,SJSU,single,white,team.accent,team.primary,team.secondary,black
uniform_unlv_home,school_unlv,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,UNLV,triple,black,team.accent,team.primary,team.secondary,black
uniform_unlv_away,school_unlv,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,UNLV,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_unlv_alternate_1,school_unlv,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UNLV,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_unlv_alternate_2,school_unlv,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UNLV,triple,black,team.accent,team.primary,team.secondary,black
uniform_unlv_rivalry,school_unlv,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UNLV,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_wyoming_home,school_wyoming,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,WYO,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_wyoming_away,school_wyoming,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,WYO,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_wyoming_alternate_1,school_wyoming,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WYO,none,white,team.accent,team.primary,team.secondary,black
uniform_wyoming_alternate_2,school_wyoming,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WYO,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_wyoming_rivalry,school_wyoming,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,WYO,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utep_home,school_utep,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,UTEP,single,white,team.accent,team.primary,team.secondary,black
uniform_utep_away,school_utep,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UTEP,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utep_alternate_1,school_utep,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UTEP,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_utep_alternate_2,school_utep,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UTEP,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utep_rivalry,school_utep,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,UTEP,single,white,team.accent,team.primary,team.secondary,black
uniform_northern_illinois_home,school_northern_illinois,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,NIU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_northern_illinois_away,school_northern_illinois,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,NIU,triple,white,team.accent,team.primary,team.secondary,black
uniform_northern_illinois_alternate_1,school_northern_illinois,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,NIU,none,black,team.accent,team.primary,team.secondary,black
uniform_northern_illinois_alternate_2,school_northern_illinois,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,NIU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_northern_illinois_rivalry,school_northern_illinois,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,NIU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_north_dakota_state_home,school_north_dakota_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,NDSU,none,black,team.accent,team.primary,team.secondary,black
uniform_north_dakota_state_away,school_north_dakota_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,NDSU,none,white,team.accent,team.primary,team.secondary,black
uniform_north_dakota_state_alternate_1,school_north_dakota_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,NDSU,triple,black,team.accent,team.primary,team.secondary,black
uniform_north_dakota_state_alternate_2,school_north_dakota_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,NDSU,single,black,team.accent,team.primary,team.secondary,black
uniform_north_dakota_state_rivalry,school_north_dakota_state,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,NDSU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_boise_state_home,school_boise_state,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,BSU,none,black,team.accent,team.primary,team.secondary,black
uniform_boise_state_away,school_boise_state,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,BSU,triple,black,team.accent,team.primary,team.secondary,black
uniform_boise_state_alternate_1,school_boise_state,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,BSU,single,white,team.accent,team.primary,team.secondary,black
uniform_boise_state_alternate_2,school_boise_state,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,BSU,none,white,team.accent,team.primary,team.secondary,black
uniform_boise_state_rivalry,school_boise_state,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,BSU,single,white,team.accent,team.primary,team.secondary,black
uniform_colorado_state_home,school_colorado_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,CSU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_colorado_state_away,school_colorado_state,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,CSU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_colorado_state_alternate_1,school_colorado_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,CSU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_colorado_state_alternate_2,school_colorado_state,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,CSU,triple,black,team.accent,team.primary,team.secondary,black
uniform_colorado_state_rivalry,school_colorado_state,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,CSU,triple,black,team.accent,team.primary,team.secondary,black
uniform_fresno_state_home,school_fresno_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,FRES,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_fresno_state_away,school_fresno_state,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,FRES,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_fresno_state_alternate_1,school_fresno_state,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,FRES,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_fresno_state_alternate_2,school_fresno_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,FRES,none,black,team.accent,team.primary,team.secondary,black
uniform_fresno_state_rivalry,school_fresno_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,FRES,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_oregon_state_home,school_oregon_state,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,ORST,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_oregon_state_away,school_oregon_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,ORST,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_oregon_state_alternate_1,school_oregon_state,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,ORST,single,white,team.accent,team.primary,team.secondary,black
uniform_oregon_state_alternate_2,school_oregon_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ORST,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_oregon_state_rivalry,school_oregon_state,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,ORST,triple,black,team.accent,team.primary,team.secondary,black
uniform_san_diego_state_home,school_san_diego_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,SDSU,single,black,team.accent,team.primary,team.secondary,black
uniform_san_diego_state_away,school_san_diego_state,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,SDSU,triple,white,team.accent,team.primary,team.secondary,black
uniform_san_diego_state_alternate_1,school_san_diego_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,SDSU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_san_diego_state_alternate_2,school_san_diego_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,SDSU,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_san_diego_state_rivalry,school_san_diego_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,SDSU,single,black,team.accent,team.primary,team.secondary,black
uniform_texas_state_home,school_texas_state,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,TXST,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_texas_state_away,school_texas_state,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,TXST,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_texas_state_alternate_1,school_texas_state,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,TXST,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_texas_state_alternate_2,school_texas_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,TXST,single,white,team.accent,team.primary,team.secondary,black
uniform_texas_state_rivalry,school_texas_state,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,TXST,single,black,team.accent,team.primary,team.secondary,black
uniform_utah_state_home,school_utah_state,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,USU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utah_state_away,school_utah_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,USU,single,black,team.accent,team.primary,team.secondary,black
uniform_utah_state_alternate_1,school_utah_state,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,USU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utah_state_alternate_2,school_utah_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,USU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utah_state_rivalry,school_utah_state,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,USU,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_washington_state_home,school_washington_state,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,WSU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_washington_state_away,school_washington_state,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,WSU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_washington_state_alternate_1,school_washington_state,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WSU,triple,black,team.accent,team.primary,team.secondary,black
