personId,recruitingClassYear,primaryPosition,stars,nationalRank,positionRank,stateRank,hometownCity,hometownState,heightInches,weightPounds,archetype,currentAbility,potentialAbility,developmentTrait,academicFit,characterRisk,nilDemand,commitmentStatus
person_020749,2027,WR,3,4327,,,Tampa,LA,71,173,Edge Rusher,63,75,impact,76,medium,643862,uncommitted
person_020750,2027,DL,2,4328,,,Atlanta,CA,73,323,Power Back,52,65,elite,58,low,513819,uncommitted
person_020751,2027,WR,3,4329,,,Charlotte,LA,75,176,Speed Back,57,73,elite,79,low,1116805,uncommitted
person_020752,2027,LS,2,4330,,,Cleveland,FL,76,223,Edge Rusher,57,70,quick,58,low,183813,uncommitted
person_020753,2027,LB,3,4331,,,Los Angeles,NC,75,225,Run Stopper,66,74,normal,51,high,1126724,uncommitted
person_020754,2027,RB,3,4332,,,Atlanta,NJ,68,208,Hybrid,62,77,quick,72,high,652095,uncommitted
person_020755,2027,RB,4,4333,,,New Orleans,GA,73,215,Edge Rusher,80,99,elite,58,low,523633,uncommitted
person_020756,2027,LB,2,4334,,,Charlotte,MI,76,228,Field General,58,67,normal,78,low,187309,uncommitted
person_020757,2027,CB,2,4335,,,Los Angeles,MS,71,185,Speed Back,47,66,elite,80,medium,349869,uncommitted
person_020758,2027,CB,2,4336,,,Detroit,CA,72,204,Field General,58,63,quick,74,low,435363,uncommitted
person_020759,2027,CB,3,4337,,,Houston,CA,70,200,Edge Rusher,57,77,elite,84,medium,1147033,uncommitted
person_020760,2027,LB,2,4338,,,Atlanta,LA,73,242,Coverage,56,61,elite,42,low,350805,uncommitted
person_020761,2027,LB,3,4339,,,Baton Rouge,LA,75,243,Mauler,60,81,normal,83,high,623721,uncommitted
person_020762,2027,LS,4,4340,,,Houston,NJ,75,238,Dual Threat,74,94,quick,98,low,2370539,uncommitted
person_020763,2027,OL,3,4341,,,Los Angeles,TX,79,291,Edge Rusher,62,78,impact,62,low,1698896,uncommitted
person_020764,2027,LB,3,4342,,,Oklahoma City,SC,75,217,Speed Back,67,81,quick,71,medium,805545,uncommitted
person_020765,2027,S,2,4343,,,Dallas,CA,75,211,Zone Fit,50,67,impact,69,high,102435,uncommitted
person_020766,2027,RB,2,4344,,,Charlotte,OK,69,221,Coverage,56,75,impact,83,low,179296,uncommitted
person_020767,2027,P,3,4345,,,Cleveland,AZ,73,211,Run Stopper,69,82,normal,59,high,1741431,uncommitted
person_020768,2027,DL,2,4346,,,Jacksonville,AZ,73,301,Dual Threat,55,71,elite,46,high,495536,uncommitted
person_020769,2027,OL,2,4347,,,Phoenix,IL,79,339,Speed Back,51,71,quick,88,low,290153,uncommitted
person_020770,2027,DL,4,4348,,,Charlotte,MS,74,323,Zone Fit,71,93,normal,59,low,669064,uncommitted
person_020771,2027,ATH,3,4349,,,Miami,MI,70,204,Field General,68,78,quick,58,high,1772533,uncommitted
person_020772,2027,ATH,2,4350,,,Charlotte,CA,74,200,Mauler,55,64,normal,70,low,433714,uncommitted
person_020773,2027,RB,2,4351,,,Charlotte,CA,69,217,Hybrid,52,71,normal,86,high,130952,uncommitted
person_020774,2027,OL,2,4352,,,Miami,IL,80,320,Field General,58,67,elite,84,medium,398686,uncommitted
person_020775,2027,DL,3,4353,,,Los Angeles,MI,79,279,Deep Threat,62,67,quick,42,high,712254,uncommitted
person_020776,2027,DL,3,4354,,,Jacksonville,IL,76,282,Possession,65,85,normal,84,high,173262,uncommitted
person_020777,2027,EDGE,2,4355,,,Tulsa,NC,77,277,Speed Back,50,66,normal,89,low,328521,uncommitted
person_020778,2027,WR,5,4356,,,Phoenix,NC,70,205,Field General,82,97,quick,62,low,8599902,uncommitted
person_020779,2027,S,3,4357,,,Tampa,LA,74,194,Zone Fit,69,76,impact,85,low,790857,uncommitted
person_020780,2027,WR,3,4358,,,New Orleans,NJ,73,208,Edge Rusher,62,67,quick,80,high,1405172,uncommitted
person_020781,2027,P,3,4359,,,Miami,OH,71,213,Possession,62,81,quick,89,high,1262935,uncommitted
person_020782,2027,LB,2,4360,,,Tulsa,OK,77,224,Speed Back,48,65,elite,66,low,379932,uncommitted
person_020783,2027,LB,2,4361,,,Atlanta,LA,77,229,Coverage,59,79,elite,60,medium,296607,uncommitted
person_020784,2027,TE,3,4362,,,Jacksonville,IL,75,235,Mauler,65,87,elite,53,high,1875065,uncommitted
person_020785,2027,P,2,4363,,,Houston,FL,71,214,Hybrid,53,62,elite,69,low,326275,uncommitted
person_020786,2027,OL,4,4364,,,Atlanta,TX,75,314,Deep Threat,75,90,impact,67,low,3545277,uncommitted
person_020787,2027,LB,5,4365,,,Houston,NC,73,223,Power Back,84,97,elite,80,low,7748734,uncommitted
person_020788,2027,ATH,3,4366,,,Miami,NJ,77,201,Dual Threat,62,70,normal,49,medium,376154,uncommitted
person_020789,2027,OL,3,4367,,,Dallas,MI,75,331,Possession,68,79,impact,45,low,323408,uncommitted
person_020790,2027,OL,3,4368,,,Jacksonville,IL,77,298,Speed Back,69,91,impact,43,low,903618,uncommitted
person_020791,2027,LB,3,4369,,,Los Angeles,OK,75,234,Power Back,58,69,quick,61,low,923696,uncommitted
person_020792,2027,WR,2,4370,,,Cleveland,OH,70,211,Speed Back,53,64,elite,47,low,342211,uncommitted
person_020793,2027,LB,2,4371,,,Oklahoma City,MS,77,237,Edge Rusher,52,61,normal,58,low,493434,uncommitted
person_020794,2027,LB,2,4372,,,Phoenix,MI,73,224,Run Stopper,51,58,impact,52,medium,263529,uncommitted
person_020795,2027,S,2,4373,,,Tampa,TX,73,212,Speed Back,52,71,impact,95,low,132291,uncommitted
person_020796,2027,TE,3,4374,,,Houston,LA,80,239,Power Back,61,75,normal,68,low,947155,uncommitted
person_020797,2027,OL,2,4375,,,Los Angeles,CA,76,299,Mauler,52,69,elite,86,high,329307,uncommitted
person_020798,2027,DL,2,4376,,,Charlotte,TN,77,274,Coverage,52,59,quick,97,medium,400702,uncommitted
person_020799,2027,OL,2,4377,,,Tulsa,TN,78,285,Run Stopper,53,75,normal,98,low,374956,uncommitted
person_020800,2027,OL,2,4378,,,Phoenix,IL,75,325,Dual Threat,51,56,quick,40,high,559058,uncommitted
person_020801,2027,DL,3,4379,,,Cleveland,LA,77,291,Deep Threat,65,78,impact,90,high,535986,uncommitted
person_020802,2027,RB,2,4380,,,New Orleans,NJ,72,227,Run Stopper,48,65,elite,71,low,536681,uncommitted
person_020803,2027,LB,3,4381,,,Tampa,GA,75,216,Field General,69,85,quick,83,medium,1514088,uncommitted
person_020804,2027,LB,2,4382,,,Houston,CA,76,218,Mauler,47,56,elite,69,low,539511,uncommitted
person_020805,2027,CB,2,4383,,,Miami,AL,70,203,Field General,54,62,impact,77,medium,477871,uncommitted
person_020806,2027,LS,3,4384,,,Los Angeles,VA,75,259,Dual Threat,62,75,normal,81,high,1163402,uncommitted
person_020807,2027,P,2,4385,,,Oklahoma City,MS,71,191,Edge Rusher,54,70,normal,82,high,476221,uncommitted
person_020808,2027,OL,3,4386,,,Tampa,MI,75,306,Edge Rusher,58,80,elite,79,high,1134045,uncommitted
person_020809,2027,TE,2,4387,,,Baton Rouge,PA,76,237,Speed Back,57,63,quick,84,low,486826,uncommitted
person_020810,2027,LB,2,4388,,,Oklahoma City,NJ,75,241,Deep Threat,58,66,impact,82,medium,119054,uncommitted
person_020811,2027,OL,4,4389,,,Charlotte,AZ,80,303,Edge Rusher,70,80,elite,68,medium,3267491,uncommitted
person_020812,2027,OL,5,4390,,,Phoenix,TN,75,308,Power Back,86,97,impact,74,low,4274553,uncommitted
person_020813,2027,OL,3,4391,,,Tampa,OH,76,328,Coverage,65,75,normal,85,low,382831,uncommitted
person_020814,2027,OL,4,4392,,,Baton Rouge,PA,76,326,Deep Threat,70,80,impact,99,low,2305239,uncommitted
person_020815,2027,ATH,3,4393,,,Houston,GA,72,191,Speed Back,68,81,normal,83,low,310119,uncommitted
person_020816,2027,CB,3,4394,,,Tampa,NC,69,170,Speed Back,67,89,impact,63,low,209032,uncommitted
person_020817,2027,K,2,4395,,,Cleveland,NJ,74,178,Deep Threat,47,55,elite,42,medium,66205,uncommitted
person_020818,2027,OL,2,4396,,,Houston,CA,79,304,Mauler,59,72,quick,65,high,197133,uncommitted
person_020819,2027,OL,2,4397,,,Cleveland,CA,80,336,Hybrid,53,74,normal,39,medium,87978,uncommitted
person_020820,2027,WR,2,4398,,,Cleveland,PA,72,192,Possession,52,72,normal,88,medium,320883,uncommitted
person_020821,2027,RB,3,4399,,,Tulsa,NC,68,228,Edge Rusher,61,72,elite,78,medium,1605389,uncommitted
person_020822,2027,TE,2,4400,,,Baton Rouge,MS,77,237,Run Stopper,53,64,impact,86,high,378538,uncommitted
person_020823,2027,ATH,2,4401,,,Baton Rouge,VA,71,193,Mauler,55,69,elite,53,low,269905,uncommitted
person_020824,2027,S,2,4402,,,Charlotte,IL,73,198,Mauler,52,74,quick,55,high,134101,uncommitted
person_020825,2027,QB,2,4403,,,Charlotte,AZ,72,214,Speed Back,50,65,normal,71,low,372517,uncommitted
person_020826,2027,LB,5,4404,,,Detroit,AZ,74,229,Run Stopper,85,99,impact,79,low,1166679,uncommitted
person_020827,2027,S,4,4405,,,Tampa,GA,71,213,Possession,71,82,quick,47,high,3418749,uncommitted
person_020828,2027,DL,2,4406,,,Baton Rouge,TX,74,317,Power Back,51,73,normal,99,low,269396,uncommitted
person_020829,2027,OL,3,4407,,,Cleveland,MS,75,292,Possession,69,86,quick,82,low,1472154,uncommitted
person_020830,2027,OL,2,4408,,,Phoenix,MI,76,340,Deep Threat,55,72,elite,85,high,193048,uncommitted
person_020831,2027,S,4,4409,,,Charlotte,FL,71,187,Deep Threat,80,94,elite,77,medium,2855216,uncommitted
person_020832,2027,LB,3,4410,,,Jacksonville,FL,76,215,Run Stopper,59,76,elite,82,medium,156098,uncommitted
person_020833,2027,K,2,4411,,,Phoenix,NJ,70,208,Deep Threat,52,63,quick,60,high,50935,uncommitted
person_020834,2027,LS,3,4412,,,New Orleans,SC,75,227,Dual Threat,58,74,quick,64,high,1727493,uncommitted
person_020835,2027,OL,3,4413,,,New Orleans,VA,79,302,Coverage,59,64,quick,63,low,938172,uncommitted
person_020836,2027,LB,2,4414,,,Houston,TN,76,246,Zone Fit,47,58,impact,55,low,152989,uncommitted
person_020837,2027,RB,4,4415,,,New Orleans,AZ,71,197,Field General,81,86,elite,84,medium,3325076,uncommitted
person_020838,2027,TE,2,4416,,,Houston,GA,77,232,Speed Back,56,61,quick,77,medium,188439,uncommitted
person_020839,2027,LB,2,4417,,,Miami,SC,76,238,Possession,49,66,quick,68,medium,434028,uncommitted
person_020840,2027,P,3,4418,,,Atlanta,PA,72,208,Speed Back,59,78,impact,52,low,646674,uncommitted
person_020841,2027,DL,3,4419,,,New Orleans,FL,74,323,Edge Rusher,69,86,impact,92,high,1342747,uncommitted
person_020842,2027,LB,2,4420,,,Charlotte,TN,75,238,Hybrid,57,64,normal,42,medium,260056,uncommitted
person_020843,2027,LB,3,4421,,,Oklahoma City,OK,73,234,Field General,59,77,normal,95,low,395426,uncommitted
person_020844,2027,DL,4,4422,,,Tampa,LA,77,307,Edge Rusher,81,95,quick,77,low,1521186,uncommitted
person_020845,2027,WR,3,4423,,,Tampa,SC,68,172,Edge Rusher,67,89,impact,99,low,1501578,uncommitted
person_020846,2027,EDGE,3,4424,,,Charlotte,NJ,77,271,Zone Fit,67,72,impact,75,high,684478,uncommitted
person_020847,2027,ATH,3,4425,,,Baton Rouge,TN,71,214,Deep Threat,58,71,elite,42,low,1418598,uncommitted
person_020848,2027,DL,3,4426,,,Dallas,LA,75,272,Possession,64,83,elite,89,low,1818384,uncommitted
person_020849,2027,OL,3,4427,,,Atlanta,AL,76,293,Power Back,61,81,elite,78,high,1230028,uncommitted
person_020850,2027,OL,4,4428,,,Tulsa,AZ,76,300,Field General,70,92,impact,62,high,1538608,uncommitted
person_020851,2027,P,3,4429,,,Oklahoma City,NC,72,196,Hybrid,64,80,quick,89,high,506511,uncommitted
person_020852,2027,RB,2,4430,,,Los Angeles,PA,72,192,Speed Back,54,60,normal,55,low,82962,uncommitted
person_020853,2027,DL,2,4431,,,Los Angeles,NC,75,270,Speed Back,54,74,elite,45,low,233310,uncommitted
person_020854,2027,RB,3,4432,,,Houston,OK,68,194,Run Stopper,62,73,normal,46,low,1713684,uncommitted
person_020855,2027,OL,3,4433,,,Dallas,PA,77,306,Field General,63,80,normal,59,high,1765048,uncommitted
person_020856,2027,DL,2,4434,,,Baton Rouge,IL,75,280,Run Stopper,56,63,quick,84,medium,352712,uncommitted
person_020857,2027,RB,4,4435,,,Oklahoma City,AZ,69,208,Field General,76,84,elite,50,high,3222940,uncommitted
person_020858,2027,RB,3,4436,,,Jacksonville,LA,68,205,Deep Threat,57,74,normal,55,high,735989,uncommitted
person_020859,2027,QB,4,4437,,,Tulsa,IL,77,223,Edge Rusher,80,96,elite,63,high,3318892,uncommitted
person_020860,2027,EDGE,4,4438,,,Oklahoma City,NC,79,256,Possession,73,85,normal,72,low,2418557,uncommitted
person_020861,2027,TE,2,4439,,,New Orleans,TX,77,240,Field General,50,72,elite,55,medium,200953,uncommitted
person_020862,2027,P,4,4440,,,Atlanta,CA,75,187,Run Stopper,78,90,normal,72,low,3014441,uncommitted
person_020863,2027,S,5,4441,,,Baton Rouge,FL,73,206,Deep Threat,83,99,elite,34,low,7344766,uncommitted
person_020864,2027,LS,3,4442,,,Detroit,OH,75,259,Edge Rusher,57,77,elite,62,low,954527,uncommitted
person_020865,2027,TE,3,4443,,,Detroit,CA,75,249,Zone Fit,66,80,quick,72,high,976419,uncommitted
person_020866,2027,WR,3,4444,,,Charlotte,NC,69,190,Edge Rusher,62,82,normal,72,low,345595,uncommitted
person_020867,2027,WR,2,4445,,,New Orleans,SC,77,196,Possession,52,71,normal,64,low,104717,uncommitted
person_020868,2027,S,3,4446,,,Charlotte,AL,72,199,Possession,61,79,normal,69,medium,376302,uncommitted
person_020869,2027,WR,3,4447,,,Los Angeles,OH,76,197,Deep Threat,69,91,impact,67,high,524057,uncommitted
person_020870,2027,QB,3,4448,,,Los Angeles,NJ,73,232,Coverage,68,80,normal,78,low,1351573,uncommitted
person_020871,2027,DL,3,4449,,,Houston,AZ,77,323,Dual Threat,66,78,normal,68,medium,1561739,uncommitted
person_020872,2027,QB,2,4450,,,Atlanta,OK,77,224,Field General,58,79,elite,90,low,250215,uncommitted
person_020873,2027,QB,4,4451,,,Detroit,GA,73,226,Possession,72,94,quick,76,low,450653,uncommitted
person_020874,2027,TE,2,4452,,,Houston,TX,80,236,Power Back,56,72,normal,80,low,553918,uncommitted
person_020875,2027,WR,3,4453,,,Atlanta,TN,73,208,Power Back,62,68,elite,85,high,1034395,uncommitted
person_020876,2027,WR,3,4454,,,Tulsa,FL,76,181,Possession,63,69,normal,44,medium,142994,uncommitted
person_020877,2027,OL,3,4455,,,Tampa,TN,78,289,Run Stopper,65,76,impact,93,medium,1083907,uncommitted
person_020878,2027,S,5,4456,,,Tulsa,OH,71,213,Hybrid,82,94,elite,51,low,1755848,uncommitted
person_020879,2027,QB,3,4457,,,Tampa,NC,76,224,Power Back,69,90,normal,61,low,370175,uncommitted
person_020880,2027,WR,3,4458,,,Baton Rouge,SC,70,213,Run Stopper,62,73,normal,90,medium,1210619,uncommitted
person_020881,2027,WR,3,4459,,,Phoenix,FL,77,187,Speed Back,58,80,impact,90,low,1533832,uncommitted
person_020882,2027,S,4,4460,,,Atlanta,OK,72,190,Coverage,76,94,elite,58,medium,3352553,uncommitted
person_020883,2027,OL,4,4461,,,Tampa,TX,78,286,Dual Threat,77,96,elite,75,low,3347886,uncommitted
person_020884,2027,DL,2,4462,,,Baton Rouge,OH,73,298,Possession,52,65,elite,69,low,220135,uncommitted
person_020885,2027,DL,3,4463,,,New Orleans,NC,78,274,Hybrid,68,86,normal,79,low,1281480,uncommitted
person_020886,2027,QB,3,4464,,,New Orleans,SC,77,220,Power Back,63,85,impact,49,high,1861434,uncommitted
person_020887,2027,WR,4,4465,,,Detroit,VA,72,191,Speed Back,77,82,normal,57,medium,3979525,uncommitted
person_020888,2027,OL,2,4466,,,Atlanta,VA,75,317,Power Back,50,70,normal,55,high,341417,uncommitted
person_020889,2027,OL,3,4467,,,Baton Rouge,PA,76,316,Zone Fit,60,66,elite,53,high,660955,uncommitted
person_020890,2027,DL,2,4468,,,Detroit,TN,75,287,Edge Rusher,52,62,elite,53,low,523313,uncommitted
person_020891,2027,K,2,4469,,,Los Angeles,SC,75,193,Deep Threat,50,56,normal,73,low,439370,uncommitted
person_020892,2027,DL,3,4470,,,Phoenix,VA,73,308,Coverage,66,79,elite,75,high,1063670,uncommitted
person_020893,2027,OL,2,4471,,,Phoenix,TN,76,335,Coverage,50,67,impact,62,low,373547,uncommitted
person_020894,2027,LB,4,4472,,,Baton Rouge,FL,72,218,Zone Fit,71,80,impact,58,low,1320169,uncommitted
person_020895,2027,DL,4,4473,,,Cleveland,MI,79,294,Possession,79,90,impact,52,medium,2304960,uncommitted
person_020896,2027,OL,2,4474,,,Oklahoma City,MS,79,336,Possession,54,75,normal,52,low,312337,uncommitted
person_020897,2027,OL,3,4475,,,Oklahoma City,AL,75,331,Run Stopper,64,69,elite,90,medium,945909,uncommitted
person_020898,2027,DL,2,4476,,,Miami,MI,73,286,Power Back,54,71,normal,69,low,359110,uncommitted
person_020899,2027,LS,3,4477,,,Atlanta,MI,73,257,Mauler,65,86,normal,60,low,1822542,uncommitted
person_020900,2027,DL,4,4478,,,Los Angeles,VA,77,295,Edge Rusher,75,87,impact,88,low,2778725,uncommitted
person_020901,2027,WR,3,4479,,,Tampa,LA,75,170,Coverage,65,82,quick,75,medium,951427,uncommitted
person_020902,2027,WR,2,4480,,,Detroit,GA,72,180,Power Back,52,67,impact,60,medium,187600,uncommitted
person_020903,2027,S,3,4481,,,Los Angeles,OK,75,204,Deep Threat,57,78,elite,61,high,1458855,uncommitted
person_020904,2027,TE,3,4482,,,Tampa,PA,76,243,Coverage,67,78,quick,67,low,301671,uncommitted
person_020905,2027,WR,4,4483,,,Miami,GA,71,172,Zone Fit,76,92,normal,58,medium,2922125,uncommitted
person_020906,2027,CB,2,4484,,,New Orleans,OK,73,174,Deep Threat,55,60,quick,63,low,220860,uncommitted
person_020907,2027,K,2,4485,,,New Orleans,NC,74,199,Possession,56,65,quick,62,high,47855,uncommitted
person_020908,2027,OL,2,4486,,,Los Angeles,MI,75,295,Coverage,54,62,quick,72,low,83921,uncommitted
person_020909,2027,LB,2,4487,,,Houston,OK,74,220,Zone Fit,57,76,elite,85,low,295799,uncommitted
person_020910,2027,CB,3,4488,,,New Orleans,NC,70,178,Coverage,57,72,normal,83,low,1161098,uncommitted
person_020911,2027,OL,4,4489,,,Baton Rouge,AL,75,299,Dual Threat,71,85,elite,55,high,527101,uncommitted
person_020912,2027,EDGE,2,4490,,,Dallas,MS,76,278,Zone Fit,51,62,impact,78,low,76520,uncommitted
person_020913,2027,WR,2,4491,,,New Orleans,GA,77,173,Possession,51,72,elite,75,medium,476592,uncommitted
person_020914,2027,DL,2,4492,,,Charlotte,LA,79,285,Coverage,59,74,quick,60,high,370249,uncommitted
person_020915,2027,DL,5,4493,,,Jacksonville,LA,77,296,Field General,91,99,impact,80,low,5701719,uncommitted
person_020916,2027,CB,4,4494,,,Baton Rouge,SC,73,193,Deep Threat,75,96,impact,60,low,2999981,uncommitted
person_020917,2027,LB,2,4495,,,Cleveland,CA,75,241,Zone Fit,52,62,elite,92,high,497963,uncommitted
person_020918,2027,TE,3,4496,,,Dallas,NJ,76,235,Mauler,69,84,normal,89,low,242285,uncommitted
person_020919,2027,ATH,2,4497,,,Detroit,FL,75,211,Zone Fit,59,73,quick,66,low,366714,uncommitted
person_020920,2027,EDGE,3,4498,,,Los Angeles,TX,79,250,Field General,62,68,elite,46,low,1117009,uncommitted
person_020921,2027,DL,2,4499,,,Miami,AZ,79,315,Zone Fit,52,74,elite,58,low,435340,uncommitted
person_020922,2027,S,3,4500,,,Phoenix,IL,72,209,Coverage,57,63,impact,96,low,762164,uncommitted
person_020923,2027,OL,2,4501,,,Atlanta,VA,75,302,Deep Threat,54,59,quick,73,low,426062,uncommitted
person_020924,2027,OL,4,4502,,,New Orleans,NC,80,290,Field General,69,89,normal,57,high,2861577,uncommitted
person_020925,2027,ATH,4,4503,,,Baton Rouge,SC,72,211,Power Back,73,86,elite,69,high,2826485,uncommitted
person_020926,2027,OL,2,4504,,,New Orleans,NJ,75,286,Field General,57,75,normal,71,medium,120537,uncommitted
person_020927,2027,LB,3,4505,,,Jacksonville,VA,72,225,Run Stopper,63,69,elite,55,low,401459,uncommitted
person_020928,2027,DL,2,4506,,,Atlanta,TN,79,311,Coverage,50,61,impact,83,medium,47308,uncommitted
person_020929,2027,OL,2,4507,,,Baton Rouge,LA,79,329,Coverage,53,58,normal,91,medium,71314,uncommitted
person_020930,2027,QB,4,4508,,,Phoenix,MS,78,200,Deep Threat,73,85,quick,59,high,2424134,uncommitted
person_020931,2027,K,3,4509,,,Jacksonville,PA,71,201,Possession,64,74,impact,64,high,711023,uncommitted
person_020932,2027,WR,2,4510,,,Oklahoma City,IL,72,179,Field General,47,57,impact,78,high,422824,uncommitted
person_020933,2027,LB,3,4511,,,Baton Rouge,FL,76,216,Dual Threat,60,67,impact,63,medium,1394128,uncommitted
person_020934,2027,TE,2,4512,,,Detroit,GA,80,241,Power Back,50,70,elite,74,high,330967,uncommitted
person_020935,2027,RB,2,4513,,,Atlanta,TN,72,217,Coverage,58,74,normal,55,low,452462,uncommitted
person_020936,2027,WR,2,4514,,,Oklahoma City,FL,70,187,Field General,58,78,impact,61,low,449973,uncommitted
person_020937,2027,OL,3,4515,,,Atlanta,CA,75,329,Run Stopper,57,68,normal,80,low,1471839,uncommitted
person_020938,2027,WR,3,4516,,,Dallas,VA,77,172,Speed Back,60,76,normal,69,low,1271859,uncommitted
person_020939,2027,OL,5,4517,,,Houston,MI,79,335,Possession,81,99,elite,70,medium,4906062,uncommitted
person_020940,2027,OL,5,4518,,,Phoenix,AL,77,292,Mauler,88,96,impact,95,low,701230,uncommitted
person_020941,2027,S,2,4519,,,Atlanta,SC,72,191,Mauler,52,60,normal,77,high,491095,uncommitted
person_020942,2027,TE,4,4520,,,Phoenix,FL,78,263,Mauler,69,89,elite,84,low,999591,uncommitted
person_020943,2027,OL,3,4521,,,New Orleans,TX,79,292,Mauler,61,67,normal,49,medium,1863423,uncommitted
person_020944,2027,ATH,3,4522,,,Tulsa,IL,71,230,Hybrid,68,79,normal,50,low,1347316,uncommitted
person_020945,2027,RB,2,4523,,,Miami,NC,72,225,Run Stopper,56,67,elite,70,low,190397,uncommitted
person_020946,2027,DL,4,4524,,,Atlanta,NC,73,322,Power Back,74,82,elite,55,high,746751,uncommitted
person_020947,2027,TE,3,4525,,,Tulsa,IL,78,236,Dual Threat,62,68,quick,78,low,1438713,uncommitted
person_020948,2027,WR,3,4526,,,Miami,MI,68,202,Power Back,62,75,impact,87,high,187748,uncommitted
person_020949,2027,RB,4,4527,,,Cleveland,MS,72,215,Dual Threat,78,92,impact,33,low,883056,uncommitted
person_020950,2027,K,2,4528,,,Tampa,VA,71,186,Field General,59,70,impact,62,low,505271,uncommitted
person_020951,2027,OL,3,4529,,,Oklahoma City,AZ,78,295,Zone Fit,67,72,elite,42,low,1356485,uncommitted
person_020952,2027,ATH,4,4530,,,Phoenix,LA,72,229,Possession,77,98,quick,81,medium,674333,uncommitted
person_020953,2027,WR,2,4531,,,Charlotte,AL,70,196,Field General,47,53,normal,61,high,242262,uncommitted
person_020954,2027,WR,3,4532,,,Dallas,SC,71,177,Coverage,66,86,elite,69,medium,1548699,uncommitted
person_020955,2027,CB,3,4533,,,Baton Rouge,IL,70,199,Run Stopper,59,72,impact,78,low,718361,uncommitted
person_020956,2027,DL,2,4534,,,Charlotte,NC,79,312,Mauler,47,57,elite,77,low,396864,uncommitted
person_020957,2027,OL,4,4535,,,Los Angeles,NC,76,320,Coverage,79,94,normal,61,low,1811767,uncommitted
person_020958,2027,S,5,4536,,,Tampa,NC,71,220,Possession,88,96,quick,94,low,7418125,uncommitted
person_020959,2027,DL,3,4537,,,Los Angeles,SC,77,297,Zone Fit,57,63,quick,84,medium,1037503,uncommitted
person_020960,2027,ATH,3,4538,,,Tampa,MI,76,226,Deep Threat,65,73,elite,98,low,1866475,uncommitted
person_020961,2027,QB,3,4539,,,Miami,OK,77,214,Power Back,68,78,elite,66,low,919547,uncommitted
person_020962,2027,LB,4,4540,,,Cleveland,OK,75,238,Run Stopper,76,92,quick,73,medium,2059535,uncommitted
person_020963,2027,CB,2,4541,,,Phoenix,TX,74,187,Run Stopper,57,77,elite,72,high,70134,uncommitted
person_020964,2027,OL,3,4542,,,Phoenix,OH,77,339,Run Stopper,62,83,elite,65,medium,1737392,uncommitted
person_020965,2027,RB,3,4543,,,New Orleans,PA,73,222,Edge Rusher,64,76,normal,73,high,157635,uncommitted
person_020966,2027,LB,3,4544,,,Oklahoma City,CA,75,247,Coverage,68,81,normal,80,low,205508,uncommitted
person_020967,2027,S,2,4545,,,Charlotte,NC,72,216,Deep Threat,54,61,quick,79,high,432779,uncommitted
person_020968,2027,S,2,4546,,,Detroit,VA,71,212,Power Back,57,78,normal,75,high,209634,uncommitted
person_020969,2027,P,2,4547,,,New Orleans,GA,71,201,Zone Fit,47,64,normal,76,high,278852,uncommitted
person_020970,2027,LB,3,4548,,,Oklahoma City,NC,75,237,Run Stopper,67,73,impact,57,high,1470731,uncommitted
person_020971,2027,OL,2,4549,,,Houston,MI,78,318,Possession,48,59,impact,62,high,191404,uncommitted
person_020972,2027,RB,2,4550,,,Cleveland,SC,69,209,Edge Rusher,52,59,elite,74,medium,233191,uncommitted
person_020973,2027,LB,3,4551,,,Dallas,CA,73,223,Hybrid,57,77,quick,73,high,888093,uncommitted
person_020974,2027,S,4,4552,,,New Orleans,OK,74,195,Power Back,79,90,quick,76,medium,4089249,uncommitted
person_020975,2027,S,3,4553,,,Detroit,TN,75,189,Speed Back,57,67,normal,59,high,691906,uncommitted
person_020976,2027,LB,2,4554,,,Miami,MI,73,244,Deep Threat,51,66,normal,74,medium,295734,uncommitted
person_020977,2027,LB,3,4555,,,Charlotte,PA,73,225,Mauler,59,78,elite,55,low,758350,uncommitted
person_020978,2027,EDGE,3,4556,,,Los Angeles,CA,75,247,Field General,63,82,normal,47,low,194506,uncommitted
person_020979,2027,TE,2,4557,,,Los Angeles,NC,78,257,Mauler,56,67,elite,65,low,327079,uncommitted
person_020980,2027,OL,4,4558,,,Houston,IL,79,311,Dual Threat,81,88,normal,90,low,4316395,uncommitted
person_020981,2027,LB,2,4559,,,Tampa,GA,76,250,Dual Threat,50,55,normal,63,medium,175360,uncommitted
person_020982,2027,LB,5,4560,,,Dallas,NJ,74,249,Edge Rusher,93,99,quick,65,medium,8504935,uncommitted
person_020983,2027,RB,4,4561,,,Baton Rouge,GA,71,224,Edge Rusher,81,93,impact,90,medium,3587250,uncommitted
person_020984,2027,TE,2,4562,,,Miami,FL,80,236,Hybrid,55,76,impact,87,high,538955,uncommitted
person_020985,2027,K,5,4563,,,Tampa,OK,71,212,Zone Fit,83,99,impact,87,low,5406065,uncommitted
person_020986,2027,RB,2,4564,,,Tampa,TX,74,191,Power Back,50,58,elite,76,medium,400459,uncommitted
person_020987,2027,RB,3,4565,,,Baton Rouge,AL,73,199,Coverage,63,71,elite,43,low,1538519,uncommitted
person_020988,2027,CB,3,4566,,,Houston,AL,68,179,Dual Threat,67,85,normal,66,high,1173238,uncommitted
person_020989,2027,CB,3,4567,,,Charlotte,AZ,71,202,Zone Fit,62,69,normal,53,high,948904,uncommitted
