personId,primaryPosition,secondaryPosition,jerseyNumber,heightInches,weightPounds,classYear,eligibilityYearsRemaining,redshirtStatus,transferStatus,depthChartRole,captainStatus,schemeFit,developmentSpeed,playingTimeExpectation,academicStanding
person_011714,OL,,20,78,289,RS SR,3,redshirted,none,starter,False,82,45,rotation,87
person_011715,OL,,4,77,316,FR,3,available,none,starter,False,63,75,rotation,55
person_011716,OL,,52,75,310,SR,4,available,none,backup,False,72,61,star,56
person_011717,OL,,84,80,303,RS SR,4,redshirted,none,developmental,False,68,86,special teams,77
person_011718,OL,,13,78,319,RS SR,3,redshirted,none,backup,False,60,70,rotation,48
person_011719,OL,,85,78,301,SO,3,available,none,starter,False,63,74,starter,86
person_011720,OL,,32,79,288,SO,2,available,none,starter,False,42,57,starter,70
person_011721,OL,,47,75,320,SO,3,available,none,rotation,False,95,53,rotation,71
person_011722,OL,,12,80,305,JR,1,available,none,starter,False,43,91,developmental,59
person_011723,OL,,85,80,310,RS FR,4,redshirted,none,developmental,False,85,95,special teams,72
person_011724,OL,,38,77,340,RS FR,3,redshirted,none,starter,False,35,60,developmental,87
person_011725,OL,,95,77,299,RS SR,1,redshirted,none,starter,False,79,33,developmental,57
person_011726,OL,,94,78,308,SR,2,available,none,developmental,False,47,63,star,72
person_011727,DL,,82,73,272,RS FR,4,redshirted,none,developmental,False,69,57,rotation,73
person_011728,DL,,7,79,297,RS FR,4,redshirted,none,backup,False,46,53,starter,76
person_011729,DL,,46,76,301,RS SR,1,redshirted,none,developmental,False,78,73,special teams,48
person_011730,DL,,4,75,307,JR,2,available,none,starter,False,54,33,rotation,93
person_011731,DL,,58,75,306,SO,2,available,none,starter,False,54,58,starter,45
person_011732,DL,,63,78,295,JR,1,available,none,backup,False,58,45,star,67
person_011733,DL,,97,73,308,JR,1,available,none,starter,False,69,73,starter,73
person_011734,DL,,15,73,325,RS SR,1,redshirted,none,developmental,False,70,62,rotation,66
person_011735,DL,,13,73,273,RS SR,4,redshirted,none,starter,False,96,58,star,63
person_011736,DL,,67,77,322,SO,2,available,none,developmental,False,94,54,star,68
person_011737,EDGE,,55,77,249,RS SO,4,redshirted,none,backup,False,62,92,star,69
person_011738,EDGE,,78,75,238,RS SR,4,redshirted,none,starter,False,74,62,star,76
person_011739,EDGE,,32,77,242,SR,2,available,none,rotation,False,45,86,star,80
person_011740,EDGE,,63,78,266,SO,4,available,none,starter,False,56,73,starter,48
person_011741,EDGE,,74,78,278,SR,2,available,none,rotation,False,60,89,star,70
person_011742,EDGE,,6,76,239,RS SO,2,redshirted,none,developmental,False,91,72,starter,69
person_011743,EDGE,,9,74,259,RS JR,4,redshirted,none,backup,False,56,45,starter,75
person_011744,LB,,70,76,219,RS JR,4,redshirted,none,rotation,False,80,61,starter,86
person_011745,LB,,43,73,240,RS FR,3,redshirted,none,backup,False,40,61,starter,94
person_011746,LB,,90,74,239,FR,4,available,none,backup,False,63,69,rotation,73
person_011747,LB,,37,74,227,RS SO,1,redshirted,none,starter,False,78,73,star,66
person_011748,LB,,87,72,226,RS JR,4,redshirted,none,developmental,False,76,69,star,51
person_011749,LB,,58,76,226,SR,1,available,none,developmental,False,63,92,starter,64
person_011750,LB,,98,73,233,RS SO,2,redshirted,none,developmental,False,59,33,rotation,99
person_011751,LB,,92,76,216,FR,1,available,none,starter,False,15,68,rotation,81
person_011752,LB,,6,77,233,RS JR,1,redshirted,none,starter,False,49,48,special teams,80
person_011753,LB,,79,76,236,RS JR,4,redshirted,none,backup,False,77,59,starter,99
person_011754,LB,,12,73,230,RS JR,3,redshirted,none,developmental,False,40,76,star,83
person_011755,CB,,22,68,182,RS SR,2,redshirted,none,starter,False,84,73,starter,84
person_011756,CB,,8,68,176,SR,4,available,none,starter,False,99,83,developmental,72
person_011757,CB,,20,69,175,JR,2,available,none,backup,False,90,52,special teams,70
person_011758,CB,,19,69,189,RS FR,2,redshirted,none,rotation,False,35,58,developmental,38
person_011759,CB,,17,73,193,RS SO,4,redshirted,none,starter,False,68,71,star,56
person_011760,CB,,61,70,180,SR,2,available,none,starter,False,63,39,developmental,70
person_011761,CB,,54,73,186,JR,4,available,none,backup,False,48,81,special teams,74
person_011762,CB,,85,69,187,RS FR,3,redshirted,none,backup,False,39,42,starter,90
person_011763,CB,,94,70,184,JR,4,available,none,rotation,False,46,33,starter,83
person_011764,S,,81,72,216,RS SO,4,redshirted,none,starter,False,67,77,special teams,54
person_011765,S,,2,71,204,RS SR,1,redshirted,none,backup,False,58,95,rotation,73
person_011766,S,,21,72,194,RS SO,2,redshirted,none,starter,False,53,99,developmental,75
person_011767,S,,5,74,218,RS FR,1,redshirted,none,rotation,False,62,66,developmental,97
person_011768,S,,31,72,192,RS FR,1,redshirted,none,rotation,False,63,66,rotation,42
person_011769,S,,24,70,213,RS SR,1,redshirted,none,rotation,False,43,76,star,81
person_011770,S,,48,72,206,RS JR,1,redshirted,none,developmental,False,62,70,rotation,72
person_011771,K,,18,71,188,RS JR,2,redshirted,none,starter,False,66,33,star,99
person_011772,K,,34,70,208,SR,3,available,none,developmental,False,57,52,rotation,69
person_011773,P,,77,73,189,SR,1,available,none,rotation,False,76,74,star,72
person_011774,P,,97,75,178,RS JR,1,redshirted,none,backup,False,69,78,starter,71
person_011775,LS,,64,74,226,JR,1,available,none,rotation,False,31,55,special teams,55
person_011776,ATH,LB,7,73,232,RS SR,2,redshirted,none,rotation,False,68,66,star,59
person_011777,ATH,RB,99,71,192,SR,4,available,none,starter,True,64,46,starter,59
person_011778,ATH,WR,9,70,225,JR,1,available,none,starter,False,61,53,rotation,65
person_011779,ATH,LB,3,72,227,RS SO,1,redshirted,none,developmental,False,78,83,developmental,64
person_011780,ATH,RB,67,74,224,FR,1,available,none,starter,False,37,77,rotation,67
person_011781,ATH,RB,97,77,207,RS SR,3,redshirted,none,backup,False,67,95,starter,86
person_011796,QB,,32,77,229,RS SO,3,redshirted,none,starter,False,65,69,developmental,64
person_011797,QB,,41,75,234,RS JR,3,redshirted,none,starter,False,54,87,rotation,47
person_011798,QB,,63,74,233,FR,1,available,none,starter,False,53,80,star,66
person_011799,QB,,88,77,197,RS JR,3,redshirted,none,starter,False,99,60,developmental,72
person_011800,QB,,6,76,202,FR,4,available,none,starter,False,79,56,developmental,46
person_011801,RB,,97,74,220,RS SR,3,redshirted,none,starter,False,96,77,developmental,93
person_011802,RB,,33,72,206,SO,1,available,none,starter,False,99,72,rotation,47
person_011803,RB,,34,70,215,FR,2,available,none,starter,False,77,61,developmental,69
person_011804,RB,,93,71,220,SR,2,available,none,starter,False,70,91,starter,58
person_011805,RB,,22,71,215,RS JR,3,redshirted,none,starter,False,69,56,rotation,71
person_011806,RB,,3,72,195,SR,1,available,none,starter,False,60,74,rotation,75
person_011807,RB,,45,69,193,JR,2,available,none,starter,False,72,51,developmental,69
person_011808,WR,,92,73,202,RS SR,4,redshirted,none,starter,False,86,57,starter,74
person_011809,WR,,37,76,170,JR,4,available,none,starter,False,72,68,starter,57
person_011810,WR,,35,73,173,SO,1,available,none,starter,False,45,66,starter,63
person_011811,WR,,4,69,216,RS JR,3,redshirted,none,starter,False,59,37,special teams,75
person_011812,WR,,47,75,177,RS SR,1,redshirted,none,starter,False,78,52,starter,62
person_011813,WR,,16,73,189,FR,4,available,none,starter,False,69,83,special teams,58
person_011814,WR,,31,75,203,RS SR,4,redshirted,none,starter,False,79,77,rotation,72
person_011815,WR,,64,71,198,SO,2,available,none,starter,False,66,61,special teams,47
person_011816,WR,,64,68,185,RS JR,4,redshirted,none,starter,False,82,61,special teams,84
person_011817,WR,,62,68,176,RS JR,4,redshirted,none,starter,False,93,99,star,53
person_011818,WR,,6,74,186,FR,1,available,none,starter,False,56,78,developmental,89
person_011819,WR,,52,75,214,SO,2,available,none,developmental,False,84,61,rotation,69
person_011820,WR,,5,70,219,SR,2,available,none,developmental,False,86,50,star,72
person_011821,WR,,44,75,182,SO,3,available,none,rotation,False,77,76,starter,49
person_011822,TE,,18,75,231,SR,1,available,none,developmental,False,80,78,rotation,80
person_011823,TE,,36,78,259,JR,4,available,none,backup,False,94,32,rotation,59
person_011824,TE,,85,76,252,JR,4,available,none,developmental,False,80,80,developmental,75
person_011825,TE,,58,80,255,JR,4,available,none,rotation,False,82,94,special teams,64
person_011826,TE,,1,78,235,FR,4,available,none,developmental,False,53,74,starter,82
person_011827,TE,,92,79,234,SR,4,available,none,rotation,False,85,55,special teams,72
person_011828,OL,,96,78,326,RS JR,4,redshirted,none,starter,False,63,76,developmental,73
person_011829,OL,,48,78,306,RS FR,4,redshirted,none,backup,False,68,72,star,69
person_011830,OL,,1,77,287,RS SO,4,redshirted,none,rotation,False,83,95,special teams,68
person_011831,OL,,24,78,304,FR,4,available,none,rotation,False,93,62,rotation,69
person_011832,OL,,1,76,322,RS SO,3,redshirted,none,backup,False,66,52,special teams,40
person_011833,OL,,70,77,294,SO,1,available,none,rotation,False,82,68,star,91
person_011834,OL,,6,79,301,RS SO,2,redshirted,none,developmental,False,99,82,special teams,64
person_011835,OL,,56,80,302,RS SR,4,redshirted,none,backup,False,91,62,rotation,89
person_011836,OL,,0,80,320,FR,3,available,none,developmental,False,67,68,special teams,94
person_011837,OL,,7,77,331,RS FR,2,redshirted,none,starter,False,68,54,rotation,60
person_011838,OL,,3,76,316,SO,1,available,none,rotation,False,86,43,star,48
person_011839,OL,,35,79,338,JR,1,available,none,developmental,False,56,99,special teams,69
person_011840,OL,,30,77,300,RS SO,3,redshirted,none,backup,False,92,60,starter,76
person_011841,OL,,2,80,340,RS SO,4,redshirted,none,starter,False,49,51,developmental,73
person_011842,OL,,88,76,340,RS FR,4,redshirted,none,developmental,False,57,44,rotation,64
person_011843,OL,,91,80,307,RS SO,2,redshirted,none,starter,False,51,75,star,67
person_011844,OL,,70,75,331,RS JR,1,redshirted,none,developmental,False,84,50,star,74
person_011845,OL,,45,76,318,RS JR,1,redshirted,none,starter,False,26,64,star,69
person_011846,DL,,43,77,312,JR,1,available,none,backup,False,97,86,starter,52
person_011847,DL,,25,74,289,RS SR,2,redshirted,none,rotation,False,89,53,starter,79
person_011848,DL,,83,79,278,SO,3,available,none,developmental,False,39,67,special teams,93
person_011849,DL,,47,74,293,FR,2,available,none,starter,False,69,92,star,53
person_011850,DL,,45,79,313,RS SO,2,redshirted,none,rotation,False,77,60,star,73
person_011851,DL,,69,77,312,RS SO,1,redshirted,none,rotation,False,82,69,star,54
person_011852,DL,,3,73,302,SR,3,available,none,backup,False,99,63,star,59
person_011853,DL,,54,79,297,RS SO,1,redshirted,none,starter,False,88,20,starter,70
person_011854,DL,,89,77,293,FR,2,available,none,rotation,False,87,77,star,43
person_011855,DL,,77,79,305,SO,3,available,none,starter,False,86,57,star,70
person_011856,EDGE,,4,75,235,RS SR,4,redshirted,none,rotation,False,86,49,star,40
person_011857,EDGE,,65,74,260,JR,4,available,none,starter,False,94,49,special teams,41
person_011858,EDGE,,64,79,277,JR,1,available,none,starter,False,68,79,star,60
person_011859,EDGE,,31,76,272,RS SO,1,redshirted,none,starter,False,48,54,star,61
person_011860,EDGE,,2,78,247,RS SO,4,redshirted,none,developmental,False,65,63,special teams,55
person_011861,EDGE,,42,75,264,SO,1,available,none,starter,False,67,66,developmental,99
person_011862,EDGE,,11,76,249,SO,2,available,none,rotation,False,83,59,developmental,69
person_011863,LB,,88,75,227,RS SO,1,redshirted,none,backup,False,74,77,rotation,52
person_011864,LB,,55,76,230,FR,1,available,none,rotation,False,56,76,starter,53
person_011865,LB,,19,73,227,RS SO,1,redshirted,none,developmental,False,55,99,star,77
person_011866,LB,,26,73,227,FR,1,available,none,developmental,False,63,74,developmental,90
person_011867,LB,,51,73,223,RS SO,1,redshirted,none,starter,False,77,50,special teams,77
person_011868,LB,,18,75,221,JR,4,available,none,backup,False,71,48,developmental,73
person_011869,LB,,78,73,229,SO,3,available,none,backup,False,76,33,developmental,83
person_011870,LB,,8,76,226,SO,3,available,none,rotation,False,77,40,rotation,65
person_011871,LB,,79,77,230,SO,4,available,none,rotation,True,82,75,star,46
person_011872,LB,,7,75,240,FR,2,available,none,developmental,False,80,49,special teams,66
person_011873,LB,,25,74,248,FR,4,available,none,backup,False,43,96,starter,76
person_011874,CB,,3,68,202,RS SO,2,redshirted,none,starter,False,89,41,special teams,77
person_011875,CB,,10,70,175,RS SR,2,redshirted,none,rotation,False,70,73,special teams,77
person_011876,CB,,40,73,173,RS JR,1,redshirted,none,rotation,False,48,84,special teams,62
person_011877,CB,,32,71,176,RS FR,2,redshirted,none,rotation,False,43,83,special teams,40
person_011878,CB,,93,69,181,FR,2,available,none,backup,False,57,67,starter,51
person_011879,CB,,60,70,197,RS JR,2,redshirted,none,rotation,False,64,72,star,73
person_011880,CB,,83,73,184,RS SR,3,redshirted,none,backup,False,75,86,star,70
person_011881,CB,,94,68,194,SR,1,available,none,backup,False,87,67,special teams,60
person_011882,CB,,67,70,170,RS JR,1,redshirted,none,starter,False,92,45,special teams,73
person_011883,S,,56,75,214,RS SR,1,redshirted,none,backup,False,67,49,starter,53
person_011884,S,,22,75,214,RS FR,4,redshirted,none,backup,False,59,84,developmental,73
person_011885,S,,15,75,186,RS SO,2,redshirted,none,backup,False,71,66,special teams,58
person_011886,S,,19,72,207,SR,4,available,none,rotation,False,63,62,starter,73
person_011887,S,,23,73,219,RS FR,4,redshirted,none,starter,False,68,52,developmental,79
person_011888,S,,22,71,186,RS SO,4,redshirted,none,rotation,False,56,43,developmental,73
person_011889,S,,72,72,212,RS SO,3,redshirted,none,backup,False,89,82,developmental,77
person_011890,K,,28,75,196,RS FR,4,redshirted,none,starter,False,99,78,special teams,69
person_011891,K,,51,70,177,RS SO,1,redshirted,none,rotation,False,70,56,special teams,58
person_011892,P,,38,70,211,RS SO,4,redshirted,none,starter,False,77,61,starter,64
person_011893,P,,3,73,190,RS SR,2,redshirted,none,rotation,False,92,46,star,75
person_011894,LS,,79,72,223,RS FR,2,redshirted,none,rotation,False,62,96,starter,90
person_011895,ATH,RB,73,74,239,SO,3,available,none,backup,True,77,20,starter,79
person_011896,ATH,DB,7,74,185,RS SO,3,redshirted,none,backup,False,66,87,special teams,68
person_011897,ATH,DB,95,74,198,RS SO,4,redshirted,none,developmental,False,78,76,star,64
person_011898,ATH,RB,50,75,214,RS SR,4,redshirted,none,rotation,True,83,85,rotation,67
person_011899,ATH,WR,8,73,217,FR,2,available,none,starter,False,68,66,special teams,73
person_011900,ATH,DB,38,73,201,RS SR,1,redshirted,none,developmental,True,99,80,rotation,62
person_011915,QB,,35,74,211,FR,2,available,none,starter,False,47,95,developmental,77
person_011916,QB,,2,74,205,RS SR,2,redshirted,none,starter,False,98,46,developmental,72
person_011917,QB,,34,72,230,RS SR,1,redshirted,none,starter,False,79,96,developmental,72
person_011918,QB,,55,76,223,FR,3,available,none,starter,True,65,71,starter,62
person_011919,QB,,77,76,199,RS FR,3,redshirted,none,starter,False,41,49,developmental,59
person_011920,RB,,53,71,198,RS JR,4,redshirted,none,starter,False,87,62,starter,60
person_011921,RB,,27,68,202,RS SR,3,redshirted,none,starter,False,66,46,developmental,49
person_011922,RB,,30,71,213,JR,2,available,none,starter,False,73,80,starter,74
person_011923,RB,,29,74,226,FR,2,available,none,starter,False,82,51,special teams,50
person_011924,RB,,82,74,215,SO,3,available,none,starter,True,60,55,starter,68
person_011925,RB,,21,71,208,RS JR,3,redshirted,none,starter,False,88,86,star,83
person_011926,RB,,63,73,227,SR,3,available,none,starter,False,77,56,special teams,82
person_011927,WR,,5,76,201,FR,1,available,none,starter,False,86,72,developmental,89
person_011928,WR,,67,71,208,RS SR,2,redshirted,none,starter,False,77,59,special teams,77
person_011929,WR,,96,75,217,JR,1,available,none,starter,False,70,69,rotation,74
person_011930,WR,,44,70,175,RS FR,4,redshirted,none,starter,False,70,69,developmental,70
person_011931,WR,,95,77,196,SR,3,available,none,starter,False,78,80,special teams,85
person_011932,WR,,63,77,190,SR,2,available,none,starter,False,78,56,starter,68
person_011933,WR,,87,76,184,JR,3,available,none,starter,False,64,77,star,76
person_011934,WR,,30,71,188,FR,1,available,none,starter,False,37,75,starter,99
person_011935,WR,,51,69,200,RS JR,4,redshirted,none,starter,False,82,65,developmental,57
person_011936,WR,,7,76,174,RS JR,2,redshirted,none,starter,False,87,68,star,68
person_011937,WR,,82,77,199,RS JR,4,redshirted,none,starter,False,88,77,special teams,89
person_011938,WR,,82,69,204,SO,2,available,none,backup,False,81,86,starter,57
person_011939,WR,,53,76,209,RS SR,3,redshirted,none,developmental,False,61,62,developmental,78
person_011940,WR,,28,76,214,RS SO,1,redshirted,none,developmental,False,62,58,rotation,55
person_011941,TE,,51,75,234,JR,4,available,none,rotation,False,68,85,rotation,37
person_011942,TE,,58,78,243,RS SR,2,redshirted,none,backup,False,75,83,rotation,78
person_011943,TE,,9,80,257,JR,3,available,none,backup,False,56,66,star,83
person_011944,TE,,56,77,258,RS SO,1,redshirted,none,starter,False,78,54,rotation,36
person_011945,TE,,30,78,264,RS FR,2,redshirted,none,rotation,False,53,69,rotation,84
person_011946,TE,,95,77,235,SO,2,available,none,developmental,False,88,87,developmental,68
person_011947,OL,,23,75,296,RS SO,1,redshirted,none,rotation,False,60,66,starter,58
person_011948,OL,,77,79,298,RS JR,4,redshirted,none,backup,False,75,65,rotation,72
person_011949,OL,,75,78,326,RS SO,1,redshirted,none,rotation,False,95,87,star,60
person_011950,OL,,57,75,310,RS SO,2,redshirted,none,developmental,False,75,51,rotation,65
person_011951,OL,,17,75,333,RS FR,1,redshirted,none,backup,False,38,72,star,64
person_011952,OL,,62,77,321,RS SO,4,redshirted,none,rotation,False,73,68,starter,99
person_011953,OL,,1,78,334,RS SR,4,redshirted,none,starter,False,68,77,star,61
person_011954,OL,,13,78,335,RS FR,2,redshirted,none,starter,True,52,51,star,81
person_011955,OL,,95,80,323,RS FR,4,redshirted,none,developmental,False,81,78,star,65
person_011956,OL,,29,80,324,SR,1,available,none,developmental,False,70,56,special teams,48
person_011957,OL,,0,79,321,RS SO,1,redshirted,none,starter,False,70,41,star,76
person_011958,OL,,2,77,319,SR,2,available,none,backup,False,42,46,starter,73
person_011959,OL,,66,77,290,RS JR,2,redshirted,none,rotation,False,76,37,starter,72
person_011960,OL,,32,76,323,RS SO,2,redshirted,none,starter,False,83,42,developmental,87
person_011961,OL,,3,80,323,JR,1,available,none,starter,False,75,46,rotation,78
person_011962,OL,,15,80,323,SR,1,available,none,backup,False,68,58,star,53
person_011963,OL,,31,75,288,RS SO,1,redshirted,none,starter,False,88,68,developmental,64
person_011964,OL,,40,79,312,SR,2,available,none,starter,False,92,42,star,86
person_011965,DL,,51,77,287,SO,3,available,none,developmental,False,79,40,developmental,65
person_011966,DL,,41,76,309,SR,3,available,none,developmental,False,52,87,special teams,94
person_011967,DL,,28,74,317,JR,2,available,none,rotation,False,60,58,star,69
person_011968,DL,,2,76,323,SR,4,available,none,starter,False,84,76,star,54
person_011969,DL,,32,79,275,RS SR,4,redshirted,none,rotation,False,57,86,starter,86
person_011970,DL,,21,73,321,SO,4,available,none,rotation,False,76,47,developmental,80
person_011971,DL,,88,73,288,SR,3,available,none,starter,False,56,50,developmental,68
person_011972,DL,,79,78,293,SR,1,available,none,rotation,False,68,55,rotation,70
person_011973,DL,,94,74,270,RS SO,4,redshirted,none,backup,False,70,59,rotation,63
person_011974,DL,,66,77,284,FR,3,available,none,starter,False,58,55,starter,68
person_011975,EDGE,,36,78,259,RS SO,3,redshirted,none,starter,False,73,58,special teams,69
person_011976,EDGE,,91,78,268,RS FR,2,redshirted,none,backup,False,65,21,special teams,46
person_011977,EDGE,,18,79,272,RS FR,4,redshirted,none,starter,False,91,73,rotation,79
person_011978,EDGE,,3,79,276,RS SO,2,redshirted,none,starter,False,63,75,special teams,90
person_011979,EDGE,,60,79,270,RS SO,4,redshirted,none,backup,False,91,35,star,89
person_011980,EDGE,,77,78,241,FR,4,available,none,backup,False,70,86,special teams,83
person_011981,EDGE,,67,79,250,RS SR,2,redshirted,none,starter,False,75,64,special teams,82
person_011982,LB,,20,73,246,RS FR,1,redshirted,none,developmental,False,43,31,developmental,67
person_011983,LB,,25,76,232,RS FR,4,redshirted,none,developmental,False,55,72,starter,72
person_011984,LB,,70,77,220,RS FR,2,redshirted,none,rotation,False,60,70,special teams,65
person_011985,LB,,90,75,250,RS JR,3,redshirted,none,developmental,False,66,27,special teams,61
person_011986,LB,,66,72,222,SR,2,available,none,rotation,False,87,60,starter,38
person_011987,LB,,57,75,221,RS SR,3,redshirted,none,rotation,False,83,42,developmental,72
person_011988,LB,,33,72,240,RS FR,2,redshirted,none,rotation,False,65,45,rotation,76
person_011989,LB,,17,75,232,RS SO,4,redshirted,none,backup,False,76,39,special teams,65
person_011990,LB,,86,74,250,RS SO,3,redshirted,none,backup,False,79,99,starter,59
person_011991,LB,,65,74,247,RS SO,1,redshirted,none,developmental,False,87,45,rotation,74
person_011992,LB,,26,72,234,RS SO,3,redshirted,none,starter,False,76,82,starter,68
person_011993,CB,,93,68,176,RS JR,2,redshirted,none,developmental,False,69,99,star,62
person_011994,CB,,61,74,175,SR,4,available,none,backup,False,82,41,developmental,83
person_011995,CB,,13,74,201,SR,3,available,none,starter,False,62,99,developmental,92
person_011996,CB,,66,69,204,SO,4,available,none,backup,False,52,71,developmental,83
person_011997,CB,,13,69,190,SO,3,available,none,backup,False,71,86,starter,79
person_011998,CB,,24,74,196,FR,4,available,none,starter,False,60,72,rotation,73
person_011999,CB,,38,69,199,JR,1,available,none,backup,False,70,24,star,79
person_012000,CB,,81,70,205,JR,3,available,none,rotation,False,48,66,special teams,76
person_012001,CB,,71,70,193,SR,2,available,none,backup,False,55,57,special teams,99
person_012002,S,,24,71,195,SR,1,available,none,developmental,False,59,71,star,73
person_012003,S,,59,72,187,RS JR,4,redshirted,none,rotation,False,69,67,star,95
person_012004,S,,41,73,212,JR,1,available,none,backup,False,85,71,special teams,81
person_012005,S,,35,71,219,RS FR,3,redshirted,none,rotation,False,60,61,rotation,53
person_012006,S,,40,73,207,SR,4,available,none,developmental,False,39,67,starter,71
person_012007,S,,90,71,213,RS JR,1,redshirted,none,starter,False,76,36,star,85
person_012008,S,,73,73,214,RS SO,2,redshirted,none,backup,False,51,80,developmental,67
person_012009,K,,83,73,175,RS SO,4,redshirted,none,starter,True,62,60,developmental,86
person_012010,K,,63,75,186,SR,4,available,none,starter,False,98,94,starter,69
person_012011,P,,40,75,175,RS SO,4,redshirted,none,rotation,False,64,63,starter,62
person_012012,P,,62,72,209,RS FR,2,redshirted,none,backup,False,64,85,special teams,78
person_012013,LS,,77,72,258,RS JR,4,redshirted,none,rotation,False,71,58,star,63
person_012014,ATH,WR,7,76,208,RS SR,1,redshirted,none,starter,False,76,77,developmental,76
person_012015,ATH,DB,63,77,196,FR,2,available,none,starter,False,83,75,rotation,52
person_012016,ATH,LB,47,74,235,JR,1,available,none,starter,False,51,65,rotation,61
person_012017,ATH,WR,35,72,203,JR,1,available,none,rotation,False,61,91,special teams,67
person_012018,ATH,LB,94,75,221,FR,3,available,none,starter,False,74,60,star,88
person_012019,ATH,RB,77,74,191,SR,4,available,none,rotation,False,93,76,starter,76
person_012034,QB,,61,74,222,RS SO,1,redshirted,none,starter,False,75,86,starter,70
person_012035,QB,,38,77,205,SO,2,available,none,starter,False,82,92,star,70
person_012036,QB,,80,73,195,SR,2,available,none,starter,False,70,61,developmental,87
person_012037,QB,,19,72,224,RS SR,3,redshirted,none,starter,False,94,99,starter,78
person_012038,QB,,47,75,226,SO,2,available,none,starter,False,92,44,star,88
person_012039,RB,,82,72,193,SR,3,available,none,starter,False,79,82,developmental,76
person_012040,RB,,22,70,193,JR,3,available,none,starter,False,80,75,starter,88
person_012041,RB,,93,72,228,JR,1,available,none,starter,True,99,29,star,66
person_012042,RB,,43,71,192,JR,4,available,none,starter,False,70,60,rotation,87
person_012043,RB,,58,68,194,FR,4,available,none,starter,False,72,76,special teams,58
person_012044,RB,,77,68,207,JR,3,available,none,starter,False,90,68,starter,56
person_012045,RB,,55,71,230,RS JR,2,redshirted,none,starter,False,89,94,star,53
person_012046,WR,,46,73,190,RS FR,3,redshirted,none,starter,False,51,60,star,75
person_012047,WR,,55,68,203,RS FR,1,redshirted,none,starter,False,58,27,starter,65
person_012048,WR,,86,75,212,FR,1,available,none,starter,False,34,74,special teams,48
person_012049,WR,,75,74,215,SO,1,available,none,starter,False,97,57,special teams,79
person_012050,WR,,11,68,212,SR,1,available,none,starter,False,73,91,star,72
person_012051,WR,,65,73,170,JR,3,available,none,starter,False,87,45,star,77
person_012052,WR,,21,74,205,RS JR,2,redshirted,none,starter,False,81,57,star,57
person_012053,WR,,71,69,180,RS SO,4,redshirted,none,starter,False,86,41,starter,83
person_012054,WR,,91,76,207,RS SR,4,redshirted,none,starter,False,73,78,starter,60
person_012055,WR,,45,72,189,RS JR,4,redshirted,none,starter,False,75,65,special teams,71
person_012056,WR,,51,69,184,JR,1,available,none,starter,False,63,99,star,88
person_012057,WR,,65,77,182,RS SR,3,redshirted,none,developmental,False,73,33,starter,51
person_012058,WR,,68,73,205,FR,4,available,none,backup,False,78,85,star,71
person_012059,WR,,61,72,195,FR,2,available,none,developmental,False,89,79,starter,67
person_012060,TE,,68,80,248,FR,1,available,none,starter,False,90,50,special teams,72
person_012061,TE,,41,77,252,JR,4,available,none,starter,False,69,50,rotation,70
person_012062,TE,,56,75,238,FR,3,available,none,rotation,False,66,86,developmental,73
person_012063,TE,,95,78,246,RS JR,2,redshirted,none,rotation,False,81,63,starter,96
person_012064,TE,,6,76,236,FR,2,available,none,backup,True,54,65,starter,81
person_012065,TE,,59,77,257,FR,1,available,none,starter,False,63,84,special teams,61
person_012066,OL,,29,75,338,RS JR,2,redshirted,none,starter,False,99,48,special teams,81
person_012067,OL,,30,77,302,RS SR,1,redshirted,none,starter,False,99,31,developmental,91
person_012068,OL,,70,76,324,SR,2,available,none,backup,False,74,31,rotation,40
person_012069,OL,,29,78,319,JR,1,available,none,rotation,False,72,77,special teams,64
person_012070,OL,,10,79,313,FR,1,available,none,developmental,False,69,83,rotation,49
person_012071,OL,,66,75,313,SR,1,available,none,starter,False,94,69,special teams,64
person_012072,OL,,7,77,302,FR,4,available,none,backup,False,73,90,developmental,83
person_012073,OL,,38,76,339,RS JR,4,redshirted,none,backup,False,74,95,starter,70
person_012074,OL,,89,80,318,FR,1,available,none,starter,False,76,51,rotation,66
person_012075,OL,,5,75,295,SO,1,available,none,rotation,False,70,69,developmental,93
person_012076,OL,,90,80,301,FR,2,available,none,developmental,False,79,80,star,66
person_012077,OL,,24,78,334,SO,3,available,none,rotation,False,74,72,developmental,55
person_012078,OL,,1,76,338,RS SR,2,redshirted,none,starter,False,83,76,starter,68
person_012079,OL,,11,75,333,SO,4,available,none,starter,False,66,74,star,79
person_012080,OL,,8,78,334,RS SR,1,redshirted,none,rotation,False,47,77,star,84
person_012081,OL,,81,79,298,RS FR,2,redshirted,none,developmental,False,76,70,star,64
person_012082,OL,,32,75,295,SO,1,available,none,backup,False,99,63,starter,77
person_012083,OL,,62,78,285,RS FR,1,redshirted,none,developmental,False,44,57,star,37
person_012084,DL,,83,78,312,RS JR,3,redshirted,none,backup,False,61,99,special teams,72
person_012085,DL,,6,78,305,RS JR,4,redshirted,none,starter,False,81,88,special teams,53
person_012086,DL,,15,78,314,RS SO,3,redshirted,none,developmental,False,57,78,special teams,64
person_012087,DL,,8,74,286,RS SR,1,redshirted,none,backup,False,61,59,star,73
person_012088,DL,,79,75,290,RS SR,4,redshirted,none,backup,False,83,21,rotation,75
person_012089,DL,,74,76,285,RS SO,3,redshirted,none,rotation,False,60,91,star,58
