personId,traitId,traitName,category,polarity,strength
person_013040,high_motor,High Motor,physical/availability,negative,3
person_013040,high_football_iq,High Football Iq,personality,negative,3
person_013041,loyal,Loyal,personality,negative,5
person_013041,film_junkie,Film Junkie,personality,negative,5
person_013042,nil_driven,Nil Driven,personality,positive,2
person_013043,nil_driven,Nil Driven,personality,negative,5
person_013043,high_football_iq,High Football Iq,personality,mixed,1
person_013043,competitor,Competitor,personality,positive,4
person_013044,volatile_confidence,Volatile Confidence,personality,negative,3
person_013044,high_motor,High Motor,physical/availability,mixed,2
person_013045,big_game_performer,Big Game Performer,personality,mixed,5
person_013046,raw_athlete,Raw Athlete,physical/availability,mixed,3
person_013047,big_game_performer,Big Game Performer,personality,positive,2
person_013047,clutch,Clutch,personality,mixed,1
person_013048,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_013048,slow_learner,Slow Learner,personality,positive,3
person_013049,transfer_risk,Transfer Risk,personality,mixed,5
person_013049,poor_discipline,Poor Discipline,personality,positive,3
person_013049,clutch,Clutch,personality,positive,2
person_013050,high_motor,High Motor,physical/availability,positive,1
person_013050,nil_driven,Nil Driven,personality,positive,3
person_013051,film_junkie,Film Junkie,personality,mixed,4
person_013051,competitor,Competitor,personality,mixed,1
person_013052,poor_practice_habits,Poor Practice Habits,personality,positive,3
person_013052,transfer_risk,Transfer Risk,personality,mixed,4
person_013053,competitor,Competitor,personality,negative,5
person_013053,injury_prone,Injury Prone,physical/availability,negative,4
person_013054,high_motor,High Motor,physical/availability,negative,5
person_013055,competitor,Competitor,personality,negative,3
person_013055,loyal,Loyal,personality,positive,5
person_013056,clutch,Clutch,personality,mixed,4
person_013056,transfer_risk,Transfer Risk,personality,positive,1
person_013057,transfer_risk,Transfer Risk,personality,positive,3
person_013058,transfer_risk,Transfer Risk,personality,negative,2
person_013059,loyal,Loyal,personality,negative,1
person_013059,volatile_confidence,Volatile Confidence,personality,positive,5
person_013059,coachable,Coachable,personality,mixed,5
person_013060,raw_athlete,Raw Athlete,physical/availability,positive,5
person_013060,film_junkie,Film Junkie,personality,positive,3
person_013061,volatile_confidence,Volatile Confidence,personality,negative,3
person_013061,locker_room_leader,Locker Room Leader,personality,negative,2
person_013062,clutch,Clutch,personality,mixed,3
person_013062,injury_prone,Injury Prone,physical/availability,mixed,2
person_013062,film_junkie,Film Junkie,personality,positive,2
person_013063,nil_driven,Nil Driven,personality,positive,5
person_013063,film_junkie,Film Junkie,personality,negative,1
person_013063,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_013064,nil_driven,Nil Driven,personality,negative,5
person_013064,big_game_performer,Big Game Performer,personality,negative,5
person_013065,transfer_risk,Transfer Risk,personality,positive,4
person_013065,film_junkie,Film Junkie,personality,positive,4
person_013065,injury_prone,Injury Prone,physical/availability,positive,2
person_013066,big_game_performer,Big Game Performer,personality,positive,2
person_013066,poor_practice_habits,Poor Practice Habits,personality,mixed,4
person_013066,nil_driven,Nil Driven,personality,negative,4
person_013067,poor_discipline,Poor Discipline,personality,mixed,2
person_013067,slow_learner,Slow Learner,personality,mixed,2
person_013067,volatile_confidence,Volatile Confidence,personality,mixed,1
person_013068,high_motor,High Motor,physical/availability,mixed,4
person_013068,volatile_confidence,Volatile Confidence,personality,negative,2
person_013068,slow_learner,Slow Learner,personality,positive,1
person_013069,big_game_performer,Big Game Performer,personality,mixed,1
person_013070,nil_driven,Nil Driven,personality,negative,1
person_013070,poor_discipline,Poor Discipline,personality,positive,5
person_013071,film_junkie,Film Junkie,personality,negative,1
person_013072,high_football_iq,High Football Iq,personality,mixed,3
person_013072,film_junkie,Film Junkie,personality,positive,4
person_013072,poor_discipline,Poor Discipline,personality,mixed,4
person_013073,locker_room_leader,Locker Room Leader,personality,mixed,1
person_013073,injury_prone,Injury Prone,physical/availability,negative,5
person_013073,raw_athlete,Raw Athlete,physical/availability,negative,2
person_013074,high_motor,High Motor,physical/availability,positive,1
person_013075,loyal,Loyal,personality,positive,3
person_013075,raw_athlete,Raw Athlete,physical/availability,positive,4
person_013075,clutch,Clutch,personality,negative,2
person_013076,slow_learner,Slow Learner,personality,mixed,3
person_013076,high_motor,High Motor,physical/availability,mixed,3
person_013077,nil_driven,Nil Driven,personality,negative,1
person_013077,locker_room_leader,Locker Room Leader,personality,negative,1
person_013078,locker_room_leader,Locker Room Leader,personality,positive,5
person_013078,clutch,Clutch,personality,negative,5
person_013079,coachable,Coachable,personality,mixed,4
person_013079,high_motor,High Motor,physical/availability,negative,4
person_013080,competitor,Competitor,personality,negative,5
person_013080,clutch,Clutch,personality,positive,2
person_013081,nil_driven,Nil Driven,personality,positive,2
person_013082,high_motor,High Motor,physical/availability,positive,5
person_013083,competitor,Competitor,personality,mixed,3
person_013083,coachable,Coachable,personality,positive,3
person_013083,loyal,Loyal,personality,negative,3
person_013084,volatile_confidence,Volatile Confidence,personality,mixed,3
person_013084,injury_prone,Injury Prone,physical/availability,mixed,1
person_013084,clutch,Clutch,personality,negative,1
person_013085,big_game_performer,Big Game Performer,personality,mixed,1
person_013086,transfer_risk,Transfer Risk,personality,mixed,3
person_013086,injury_prone,Injury Prone,physical/availability,mixed,5
person_013087,volatile_confidence,Volatile Confidence,personality,mixed,5
person_013087,transfer_risk,Transfer Risk,personality,negative,1
person_013088,raw_athlete,Raw Athlete,physical/availability,mixed,2
person_013088,clutch,Clutch,personality,mixed,1
person_013089,slow_learner,Slow Learner,personality,positive,2
person_013089,injury_prone,Injury Prone,physical/availability,mixed,3
person_013089,poor_practice_habits,Poor Practice Habits,personality,positive,1
person_013090,loyal,Loyal,personality,negative,4
person_013090,nil_driven,Nil Driven,personality,negative,1
person_013105,injury_prone,Injury Prone,physical/availability,positive,1
person_013105,transfer_risk,Transfer Risk,personality,mixed,1
person_013105,high_motor,High Motor,physical/availability,negative,1
person_013106,slow_learner,Slow Learner,personality,negative,3
person_013106,clutch,Clutch,personality,negative,1
person_013107,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_013107,volatile_confidence,Volatile Confidence,personality,positive,2
person_013107,slow_learner,Slow Learner,personality,positive,4
person_013108,clutch,Clutch,personality,mixed,5
person_013108,loyal,Loyal,personality,negative,2
person_013108,injury_prone,Injury Prone,physical/availability,positive,4
person_013109,injury_prone,Injury Prone,physical/availability,positive,1
person_013110,locker_room_leader,Locker Room Leader,personality,positive,5
person_013111,locker_room_leader,Locker Room Leader,personality,negative,4
person_013111,poor_discipline,Poor Discipline,personality,negative,1
person_013112,poor_discipline,Poor Discipline,personality,mixed,1
person_013112,big_game_performer,Big Game Performer,personality,positive,4
person_013113,slow_learner,Slow Learner,personality,mixed,3
person_013113,transfer_risk,Transfer Risk,personality,positive,4
person_013114,high_football_iq,High Football Iq,personality,mixed,2
person_013114,transfer_risk,Transfer Risk,personality,negative,2
person_013115,loyal,Loyal,personality,positive,1
person_013116,high_motor,High Motor,physical/availability,mixed,4
person_013117,big_game_performer,Big Game Performer,personality,negative,2
person_013118,poor_discipline,Poor Discipline,personality,mixed,2
person_013118,clutch,Clutch,personality,positive,2
person_013119,locker_room_leader,Locker Room Leader,personality,positive,1
person_013119,transfer_risk,Transfer Risk,personality,positive,1
person_013120,transfer_risk,Transfer Risk,personality,negative,2
person_013120,competitor,Competitor,personality,mixed,2
person_013120,big_game_performer,Big Game Performer,personality,mixed,2
person_013121,poor_practice_habits,Poor Practice Habits,personality,mixed,1
person_013122,slow_learner,Slow Learner,personality,positive,1
person_013122,poor_discipline,Poor Discipline,personality,mixed,4
person_013123,coachable,Coachable,personality,mixed,2
person_013124,clutch,Clutch,personality,mixed,1
person_013124,high_motor,High Motor,physical/availability,negative,2
person_013124,raw_athlete,Raw Athlete,physical/availability,positive,2
person_013125,injury_prone,Injury Prone,physical/availability,mixed,2
person_013126,loyal,Loyal,personality,mixed,5
person_013127,transfer_risk,Transfer Risk,personality,negative,2
person_013127,loyal,Loyal,personality,mixed,4
person_013128,poor_discipline,Poor Discipline,personality,mixed,5
person_013129,clutch,Clutch,personality,negative,4
person_013129,competitor,Competitor,personality,positive,4
person_013129,raw_athlete,Raw Athlete,physical/availability,negative,1
person_013130,competitor,Competitor,personality,negative,2
person_013130,transfer_risk,Transfer Risk,personality,negative,5
person_013131,film_junkie,Film Junkie,personality,positive,2
person_013131,slow_learner,Slow Learner,personality,positive,1
person_013132,high_football_iq,High Football Iq,personality,positive,4
person_013133,locker_room_leader,Locker Room Leader,personality,negative,5
person_013133,raw_athlete,Raw Athlete,physical/availability,negative,5
person_013133,clutch,Clutch,personality,positive,3
person_013134,volatile_confidence,Volatile Confidence,personality,negative,3
person_013135,loyal,Loyal,personality,negative,3
person_013136,nil_driven,Nil Driven,personality,mixed,3
person_013136,competitor,Competitor,personality,mixed,3
person_013137,high_motor,High Motor,physical/availability,negative,3
person_013137,raw_athlete,Raw Athlete,physical/availability,negative,3
person_013138,poor_discipline,Poor Discipline,personality,mixed,1
person_013138,transfer_risk,Transfer Risk,personality,negative,5
person_013139,clutch,Clutch,personality,positive,2
person_013139,locker_room_leader,Locker Room Leader,personality,negative,2
person_013139,slow_learner,Slow Learner,personality,mixed,1
person_013140,nil_driven,Nil Driven,personality,positive,3
person_013141,big_game_performer,Big Game Performer,personality,positive,5
person_013141,high_football_iq,High Football Iq,personality,positive,5
person_013141,competitor,Competitor,personality,mixed,4
person_013142,locker_room_leader,Locker Room Leader,personality,mixed,1
person_013142,high_motor,High Motor,physical/availability,mixed,3
person_013143,poor_practice_habits,Poor Practice Habits,personality,negative,3
person_013144,transfer_risk,Transfer Risk,personality,negative,3
person_013144,locker_room_leader,Locker Room Leader,personality,positive,3
person_013144,high_motor,High Motor,physical/availability,negative,3
person_013145,volatile_confidence,Volatile Confidence,personality,mixed,5
person_013145,clutch,Clutch,personality,negative,2
person_013145,big_game_performer,Big Game Performer,personality,negative,5
person_013146,big_game_performer,Big Game Performer,personality,mixed,5
person_013146,poor_discipline,Poor Discipline,personality,mixed,4
person_013147,competitor,Competitor,personality,positive,4
person_013147,loyal,Loyal,personality,mixed,5
person_013148,injury_prone,Injury Prone,physical/availability,mixed,3
person_013149,poor_discipline,Poor Discipline,personality,negative,2
person_013149,coachable,Coachable,personality,negative,2
person_013149,film_junkie,Film Junkie,personality,negative,1
person_013150,slow_learner,Slow Learner,personality,mixed,2
person_013150,locker_room_leader,Locker Room Leader,personality,mixed,2
person_013151,nil_driven,Nil Driven,personality,mixed,1
person_013151,slow_learner,Slow Learner,personality,positive,4
person_013152,locker_room_leader,Locker Room Leader,personality,mixed,2
person_013153,high_football_iq,High Football Iq,personality,negative,1
person_013153,film_junkie,Film Junkie,personality,positive,5
person_013154,coachable,Coachable,personality,positive,1
person_013154,loyal,Loyal,personality,mixed,1
person_013155,clutch,Clutch,personality,positive,5
person_013156,slow_learner,Slow Learner,personality,positive,1
person_013156,big_game_performer,Big Game Performer,personality,mixed,4
person_013157,volatile_confidence,Volatile Confidence,personality,mixed,1
person_013157,transfer_risk,Transfer Risk,personality,positive,2
person_013157,high_motor,High Motor,physical/availability,positive,3
person_013158,locker_room_leader,Locker Room Leader,personality,mixed,3
person_013158,big_game_performer,Big Game Performer,personality,positive,5
person_013158,coachable,Coachable,personality,negative,4
person_013159,poor_practice_habits,Poor Practice Habits,personality,negative,1
person_013159,transfer_risk,Transfer Risk,personality,mixed,3
person_013159,film_junkie,Film Junkie,personality,positive,2
person_013160,competitor,Competitor,personality,negative,3
person_013160,clutch,Clutch,personality,negative,5
person_013160,coachable,Coachable,personality,mixed,3
person_013161,poor_discipline,Poor Discipline,personality,positive,1
person_013161,competitor,Competitor,personality,positive,4
person_013162,big_game_performer,Big Game Performer,personality,mixed,3
person_013162,volatile_confidence,Volatile Confidence,personality,positive,5
person_013163,injury_prone,Injury Prone,physical/availability,mixed,4
person_013163,poor_discipline,Poor Discipline,personality,negative,3
person_013163,transfer_risk,Transfer Risk,personality,negative,2
person_013164,big_game_performer,Big Game Performer,personality,negative,4
person_013165,film_junkie,Film Junkie,personality,positive,5
person_013166,nil_driven,Nil Driven,personality,mixed,4
person_013166,clutch,Clutch,personality,mixed,1
person_013166,slow_learner,Slow Learner,personality,negative,1
person_013167,volatile_confidence,Volatile Confidence,personality,mixed,3
person_013167,coachable,Coachable,personality,negative,2
person_013168,nil_driven,Nil Driven,personality,mixed,2
person_013169,volatile_confidence,Volatile Confidence,personality,positive,3
person_013170,clutch,Clutch,personality,positive,5
person_013170,raw_athlete,Raw Athlete,physical/availability,negative,4
person_013170,slow_learner,Slow Learner,personality,mixed,5
person_013171,nil_driven,Nil Driven,personality,positive,4
person_013172,injury_prone,Injury Prone,physical/availability,positive,1
person_013172,volatile_confidence,Volatile Confidence,personality,negative,1
person_013173,injury_prone,Injury Prone,physical/availability,positive,3
person_013173,poor_practice_habits,Poor Practice Habits,personality,mixed,2
person_013173,poor_discipline,Poor Discipline,personality,negative,2
person_013174,clutch,Clutch,personality,negative,4
person_013175,loyal,Loyal,personality,positive,5
person_013175,slow_learner,Slow Learner,personality,mixed,4
person_013175,big_game_performer,Big Game Performer,personality,positive,4
person_013176,nil_driven,Nil Driven,personality,negative,4
person_013177,poor_practice_habits,Poor Practice Habits,personality,positive,2
person_013177,high_motor,High Motor,physical/availability,positive,5
person_013178,volatile_confidence,Volatile Confidence,personality,negative,5
person_013178,poor_discipline,Poor Discipline,personality,negative,3
person_013178,high_football_iq,High Football Iq,personality,mixed,3
person_013179,loyal,Loyal,personality,negative,1
person_013179,injury_prone,Injury Prone,physical/availability,mixed,4
person_013179,competitor,Competitor,personality,positive,3
person_013180,slow_learner,Slow Learner,personality,positive,3
person_013180,big_game_performer,Big Game Performer,personality,positive,1
person_013181,coachable,Coachable,personality,negative,2
person_013181,injury_prone,Injury Prone,physical/availability,positive,5
person_013181,volatile_confidence,Volatile Confidence,personality,mixed,1
person_013182,loyal,Loyal,personality,mixed,3
person_013182,transfer_risk,Transfer Risk,personality,positive,5
person_013183,high_motor,High Motor,physical/availability,mixed,1
person_013183,high_football_iq,High Football Iq,personality,negative,2
person_013184,high_football_iq,High Football Iq,personality,negative,5
person_013184,raw_athlete,Raw Athlete,physical/availability,mixed,2
person_013185,competitor,Competitor,personality,negative,3
person_013185,injury_prone,Injury Prone,physical/availability,negative,1
person_013186,raw_athlete,Raw Athlete,physical/availability,negative,5
person_013186,competitor,Competitor,personality,negative,4
person_013186,slow_learner,Slow Learner,personality,positive,2
person_013187,film_junkie,Film Junkie,personality,positive,2
person_013187,raw_athlete,Raw Athlete,physical/availability,negative,5
person_013187,coachable,Coachable,personality,mixed,3
person_013188,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_013188,film_junkie,Film Junkie,personality,negative,3
person_013189,film_junkie,Film Junkie,personality,positive,2
person_013190,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_013190,locker_room_leader,Locker Room Leader,personality,positive,5
person_013191,transfer_risk,Transfer Risk,personality,mixed,1
person_013191,loyal,Loyal,personality,negative,4
person_013191,high_motor,High Motor,physical/availability,positive,3
person_013192,coachable,Coachable,personality,mixed,3
person_013193,injury_prone,Injury Prone,physical/availability,mixed,1
person_013193,competitor,Competitor,personality,negative,2
person_013193,raw_athlete,Raw Athlete,physical/availability,negative,4
person_013194,locker_room_leader,Locker Room Leader,personality,mixed,3
person_013194,transfer_risk,Transfer Risk,personality,mixed,4
person_013194,film_junkie,Film Junkie,personality,positive,5
person_013195,big_game_performer,Big Game Performer,personality,mixed,2
person_013195,nil_driven,Nil Driven,personality,mixed,4
person_013196,high_motor,High Motor,physical/availability,positive,1
person_013197,clutch,Clutch,personality,positive,5
person_013197,slow_learner,Slow Learner,personality,mixed,5
person_013198,clutch,Clutch,personality,positive,5
person_013198,volatile_confidence,Volatile Confidence,personality,negative,3
person_013199,high_motor,High Motor,physical/availability,negative,4
person_013200,slow_learner,Slow Learner,personality,negative,2
person_013201,coachable,Coachable,personality,mixed,4
person_013202,locker_room_leader,Locker Room Leader,personality,positive,5
person_013202,high_motor,High Motor,physical/availability,negative,1
person_013202,volatile_confidence,Volatile Confidence,personality,negative,1
person_013203,big_game_performer,Big Game Performer,personality,positive,4
person_013203,high_motor,High Motor,physical/availability,mixed,4
person_013204,locker_room_leader,Locker Room Leader,personality,positive,3
person_013204,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_013204,loyal,Loyal,personality,positive,4
person_013205,locker_room_leader,Locker Room Leader,personality,positive,1
person_013205,competitor,Competitor,personality,mixed,2
person_013205,big_game_performer,Big Game Performer,personality,negative,4
person_013206,high_motor,High Motor,physical/availability,positive,3
person_013206,loyal,Loyal,personality,mixed,1
person_013207,locker_room_leader,Locker Room Leader,personality,negative,4
person_013207,competitor,Competitor,personality,mixed,1
person_013208,loyal,Loyal,personality,positive,4
person_013208,high_motor,High Motor,physical/availability,positive,4
person_013209,nil_driven,Nil Driven,personality,mixed,3
person_013209,film_junkie,Film Junkie,personality,negative,1
person_013224,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_013225,poor_discipline,Poor Discipline,personality,negative,1
person_013225,transfer_risk,Transfer Risk,personality,positive,1
person_013226,volatile_confidence,Volatile Confidence,personality,mixed,3
person_013226,high_motor,High Motor,physical/availability,negative,3
person_013227,injury_prone,Injury Prone,physical/availability,mixed,2
person_013227,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_013228,volatile_confidence,Volatile Confidence,personality,mixed,2
person_013229,poor_discipline,Poor Discipline,personality,negative,4
person_013230,raw_athlete,Raw Athlete,physical/availability,positive,5
person_013231,poor_discipline,Poor Discipline,personality,negative,1
person_013231,loyal,Loyal,personality,positive,2
person_013232,film_junkie,Film Junkie,personality,positive,5
person_013232,transfer_risk,Transfer Risk,personality,negative,3
person_013233,poor_practice_habits,Poor Practice Habits,personality,positive,2
person_013234,high_motor,High Motor,physical/availability,negative,4
person_013234,big_game_performer,Big Game Performer,personality,negative,4
person_013234,competitor,Competitor,personality,negative,4
person_013235,slow_learner,Slow Learner,personality,positive,5
person_013235,volatile_confidence,Volatile Confidence,personality,mixed,4
person_013236,big_game_performer,Big Game Performer,personality,mixed,4
person_013237,film_junkie,Film Junkie,personality,positive,1
person_013238,locker_room_leader,Locker Room Leader,personality,mixed,1
person_013238,clutch,Clutch,personality,positive,5
person_013239,nil_driven,Nil Driven,personality,negative,4
person_013239,loyal,Loyal,personality,positive,3
person_013239,poor_discipline,Poor Discipline,personality,positive,3
person_013240,competitor,Competitor,personality,negative,1
person_013240,loyal,Loyal,personality,positive,3
person_013241,volatile_confidence,Volatile Confidence,personality,negative,3
person_013241,competitor,Competitor,personality,mixed,3
person_013241,film_junkie,Film Junkie,personality,positive,3
person_013242,coachable,Coachable,personality,positive,4
person_013242,locker_room_leader,Locker Room Leader,personality,mixed,2
person_013243,clutch,Clutch,personality,negative,5
person_013243,nil_driven,Nil Driven,personality,mixed,4
person_013244,competitor,Competitor,personality,negative,5
person_013244,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_013244,volatile_confidence,Volatile Confidence,personality,positive,4
person_013245,high_football_iq,High Football Iq,personality,positive,2
person_013245,transfer_risk,Transfer Risk,personality,mixed,4
person_013245,loyal,Loyal,personality,positive,4
person_013246,slow_learner,Slow Learner,personality,mixed,3
person_013247,nil_driven,Nil Driven,personality,negative,1
person_013247,high_football_iq,High Football Iq,personality,mixed,5
person_013248,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_013248,high_football_iq,High Football Iq,personality,negative,4
person_013249,high_motor,High Motor,physical/availability,positive,2
person_013249,poor_practice_habits,Poor Practice Habits,personality,mixed,5
person_013250,slow_learner,Slow Learner,personality,mixed,5
person_013250,high_football_iq,High Football Iq,personality,negative,5
person_013251,big_game_performer,Big Game Performer,personality,negative,5
person_013251,injury_prone,Injury Prone,physical/availability,positive,3
person_013252,raw_athlete,Raw Athlete,physical/availability,mixed,5
person_013253,competitor,Competitor,personality,positive,2
person_013253,high_football_iq,High Football Iq,personality,mixed,5
person_013254,injury_prone,Injury Prone,physical/availability,negative,1
person_013255,volatile_confidence,Volatile Confidence,personality,negative,5
person_013256,film_junkie,Film Junkie,personality,mixed,3
person_013257,locker_room_leader,Locker Room Leader,personality,mixed,3
person_013257,slow_learner,Slow Learner,personality,positive,1
person_013258,big_game_performer,Big Game Performer,personality,mixed,1
person_013258,high_football_iq,High Football Iq,personality,positive,2
person_013259,poor_discipline,Poor Discipline,personality,positive,3
person_013259,slow_learner,Slow Learner,personality,negative,5
person_013260,film_junkie,Film Junkie,personality,mixed,2
person_013261,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_013262,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_013263,poor_discipline,Poor Discipline,personality,negative,2
person_013263,transfer_risk,Transfer Risk,personality,positive,3
person_013263,coachable,Coachable,personality,mixed,1
person_013264,locker_room_leader,Locker Room Leader,personality,negative,1
person_013264,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_013265,transfer_risk,Transfer Risk,personality,negative,2
person_013266,high_football_iq,High Football Iq,personality,positive,3
person_013266,transfer_risk,Transfer Risk,personality,negative,5
person_013267,raw_athlete,Raw Athlete,physical/availability,negative,1
person_013268,big_game_performer,Big Game Performer,personality,mixed,1
person_013268,transfer_risk,Transfer Risk,personality,mixed,4
person_013269,high_motor,High Motor,physical/availability,positive,5
person_013269,coachable,Coachable,personality,positive,2
person_013270,transfer_risk,Transfer Risk,personality,positive,4
person_013271,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_013271,loyal,Loyal,personality,positive,4
person_013271,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_013272,raw_athlete,Raw Athlete,physical/availability,negative,2
person_013272,transfer_risk,Transfer Risk,personality,mixed,4
person_013273,locker_room_leader,Locker Room Leader,personality,positive,2
person_013274,locker_room_leader,Locker Room Leader,personality,mixed,4
person_013274,loyal,Loyal,personality,negative,2
person_013274,big_game_performer,Big Game Performer,personality,negative,4
person_013275,raw_athlete,Raw Athlete,physical/availability,negative,3
person_013275,injury_prone,Injury Prone,physical/availability,negative,1
person_013276,locker_room_leader,Locker Room Leader,personality,negative,5
person_013277,clutch,Clutch,personality,positive,3
person_013277,poor_discipline,Poor Discipline,personality,positive,5
person_013277,high_motor,High Motor,physical/availability,mixed,2
person_013278,poor_discipline,Poor Discipline,personality,negative,2
person_013278,coachable,Coachable,personality,negative,4
person_013278,film_junkie,Film Junkie,personality,positive,3
person_013279,loyal,Loyal,personality,mixed,4
person_013279,volatile_confidence,Volatile Confidence,personality,mixed,5
person_013280,raw_athlete,Raw Athlete,physical/availability,negative,1
person_013280,volatile_confidence,Volatile Confidence,personality,negative,1
person_013281,raw_athlete,Raw Athlete,physical/availability,negative,1
person_013282,competitor,Competitor,personality,positive,1
person_013283,high_motor,High Motor,physical/availability,negative,4
person_013283,raw_athlete,Raw Athlete,physical/availability,positive,3
person_013283,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_013284,raw_athlete,Raw Athlete,physical/availability,positive,1
person_013284,big_game_performer,Big Game Performer,personality,positive,3
person_013284,slow_learner,Slow Learner,personality,positive,1
person_013285,locker_room_leader,Locker Room Leader,personality,negative,2
person_013285,nil_driven,Nil Driven,personality,positive,3
person_013286,film_junkie,Film Junkie,personality,positive,5
person_013286,locker_room_leader,Locker Room Leader,personality,mixed,4
person_013287,big_game_performer,Big Game Performer,personality,positive,3
person_013287,coachable,Coachable,personality,positive,2
person_013288,poor_discipline,Poor Discipline,personality,mixed,4
person_013289,competitor,Competitor,personality,mixed,3
person_013289,locker_room_leader,Locker Room Leader,personality,positive,5
person_013289,injury_prone,Injury Prone,physical/availability,mixed,4
person_013290,coachable,Coachable,personality,negative,5
person_013291,poor_practice_habits,Poor Practice Habits,personality,mixed,4
person_013292,loyal,Loyal,personality,positive,5
person_013293,injury_prone,Injury Prone,physical/availability,negative,4
person_013294,high_motor,High Motor,physical/availability,mixed,2
person_013294,loyal,Loyal,personality,mixed,5
person_013295,poor_practice_habits,Poor Practice Habits,personality,positive,3
person_013295,film_junkie,Film Junkie,personality,mixed,2
person_013295,volatile_confidence,Volatile Confidence,personality,positive,3
person_013296,raw_athlete,Raw Athlete,physical/availability,negative,1
person_013296,slow_learner,Slow Learner,personality,negative,1
person_013296,volatile_confidence,Volatile Confidence,personality,positive,3
person_013297,nil_driven,Nil Driven,personality,mixed,3
person_013298,coachable,Coachable,personality,negative,4
person_013298,raw_athlete,Raw Athlete,physical/availability,negative,1
person_013299,film_junkie,Film Junkie,personality,positive,4
person_013299,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_013300,coachable,Coachable,personality,mixed,5
person_013301,high_motor,High Motor,physical/availability,positive,5
person_013301,clutch,Clutch,personality,mixed,1
person_013302,clutch,Clutch,personality,positive,4
person_013302,locker_room_leader,Locker Room Leader,personality,positive,2
person_013302,film_junkie,Film Junkie,personality,positive,3
person_013303,clutch,Clutch,personality,negative,4
person_013303,coachable,Coachable,personality,negative,1
person_013303,nil_driven,Nil Driven,personality,negative,2
person_013304,volatile_confidence,Volatile Confidence,personality,positive,2
person_013304,raw_athlete,Raw Athlete,physical/availability,mixed,5
person_013305,high_football_iq,High Football Iq,personality,mixed,2
person_013306,loyal,Loyal,personality,negative,3
person_013306,nil_driven,Nil Driven,personality,mixed,5
person_013306,big_game_performer,Big Game Performer,personality,negative,1
person_013307,high_football_iq,High Football Iq,personality,mixed,4
person_013307,locker_room_leader,Locker Room Leader,personality,negative,4
person_013307,competitor,Competitor,personality,positive,5
person_013308,nil_driven,Nil Driven,personality,mixed,3
person_013308,coachable,Coachable,personality,positive,1
person_013308,raw_athlete,Raw Athlete,physical/availability,positive,2
person_013309,big_game_performer,Big Game Performer,personality,positive,4
person_013309,slow_learner,Slow Learner,personality,negative,4
person_013309,injury_prone,Injury Prone,physical/availability,positive,5
person_013310,clutch,Clutch,personality,positive,3
person_013311,transfer_risk,Transfer Risk,personality,positive,2
person_013311,film_junkie,Film Junkie,personality,mixed,4
person_013312,poor_practice_habits,Poor Practice Habits,personality,mixed,1
person_013312,loyal,Loyal,personality,mixed,3
person_013312,nil_driven,Nil Driven,personality,positive,3
person_013313,competitor,Competitor,personality,mixed,5
person_013314,transfer_risk,Transfer Risk,personality,mixed,5
person_013314,high_football_iq,High Football Iq,personality,mixed,2
person_013315,poor_practice_habits,Poor Practice Habits,personality,mixed,1
person_013315,competitor,Competitor,personality,negative,4
person_013315,volatile_confidence,Volatile Confidence,personality,negative,3
person_013316,locker_room_leader,Locker Room Leader,personality,positive,4
person_013316,competitor,Competitor,personality,negative,4
person_013317,raw_athlete,Raw Athlete,physical/availability,mixed,1
person_013317,film_junkie,Film Junkie,personality,negative,3
person_013318,poor_discipline,Poor Discipline,personality,negative,5
person_013319,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_013319,coachable,Coachable,personality,negative,3
person_013319,raw_athlete,Raw Athlete,physical/availability,mixed,2
person_013320,high_football_iq,High Football Iq,personality,negative,2
person_013320,poor_discipline,Poor Discipline,personality,negative,3
person_013320,injury_prone,Injury Prone,physical/availability,mixed,1
person_013321,injury_prone,Injury Prone,physical/availability,positive,4
person_013321,volatile_confidence,Volatile Confidence,personality,positive,4
person_013321,locker_room_leader,Locker Room Leader,personality,negative,3
person_013322,loyal,Loyal,personality,positive,3
person_013322,high_motor,High Motor,physical/availability,mixed,4
person_013322,raw_athlete,Raw Athlete,physical/availability,negative,5
person_013323,loyal,Loyal,personality,negative,3
person_013323,high_motor,High Motor,physical/availability,positive,3
person_013324,volatile_confidence,Volatile Confidence,personality,positive,2
person_013325,high_football_iq,High Football Iq,personality,negative,4
person_013325,competitor,Competitor,personality,mixed,4
person_013325,poor_discipline,Poor Discipline,personality,negative,2
